"order","lemma","total_frequency","total_ipm"
7281,"pocukrovat",61,0.60492727346148
7282,"přesypat",61,0.60492727346148
7283,"donosit",61,0.60492727346148
7284,"rozklepnout",61,0.60492727346148
7285,"přebolet",61,0.60492727346148
7286,"přemostit",61,0.60492727346148
7287,"utužovat",61,0.60492727346148
7288,"substituovat",60,0.595010432912931
7289,"svačit",60,0.595010432912931
7290,"pokašlávat",60,0.595010432912931
7291,"zpodobňovat",60,0.595010432912931
7292,"vytrubovat",60,0.595010432912931
7293,"přeplavit",60,0.595010432912931
7294,"prohmatávat",60,0.595010432912931
7295,"popouzet",60,0.595010432912931
7296,"hatit",60,0.595010432912931
7297,"mohutnět",60,0.595010432912931
7298,"popocházet",60,0.595010432912931
7299,"pokvést",60,0.595010432912931
7300,"dopnout",60,0.595010432912931
7301,"sterilovat",60,0.595010432912931
7302,"usmrcovat",60,0.595010432912931
7303,"stydnout",60,0.595010432912931
7304,"vyúčtovat",60,0.595010432912931
7305,"hašteřit",60,0.595010432912931
7306,"předstupovat",60,0.595010432912931
7307,"zapichovat",60,0.595010432912931
7308,"transponovat",60,0.595010432912931
7309,"zakrnět",60,0.595010432912931
7310,"drcnout",60,0.595010432912931
7311,"dokupovat",60,0.595010432912931
7312,"drapnout",60,0.595010432912931
7313,"volávat",60,0.595010432912931
7314,"uzvednout",60,0.595010432912931
7315,"škytat",60,0.595010432912931
7316,"klestit",60,0.595010432912931
7317,"podlévat",60,0.595010432912931
7318,"opracovat",60,0.595010432912931
7319,"přisedat",60,0.595010432912931
7320,"obšťastňovat",60,0.595010432912931
7321,"předhonit",60,0.595010432912931
7322,"voperovat",60,0.595010432912931
7323,"vyhládnout",60,0.595010432912931
7324,"rekvalifikovat",59,0.585093592364382
7325,"difundovat",59,0.585093592364382
7326,"vyúsťovat",59,0.585093592364382
7327,"rozpoltit",59,0.585093592364382
7328,"probádat",59,0.585093592364382
7329,"vyprofilovat",59,0.585093592364382
7330,"upotřebit",59,0.585093592364382
7331,"vyklepávat",59,0.585093592364382
7332,"skuhrat",59,0.585093592364382
7333,"exkomunikovat",59,0.585093592364382
7334,"odkvést",59,0.585093592364382
7335,"zostřit",59,0.585093592364382
7336,"opičit",59,0.585093592364382
7337,"vyklepnout",59,0.585093592364382
7338,"znechucovat",59,0.585093592364382
7339,"zpřítomňovat",59,0.585093592364382
7340,"poděsit",59,0.585093592364382
7341,"selektovat",59,0.585093592364382
7342,"škytnout",59,0.585093592364382
7343,"promenádovat",59,0.585093592364382
7344,"skřípět",59,0.585093592364382
7345,"lelkovat",59,0.585093592364382
7346,"zalidnit",59,0.585093592364382
7347,"zakroužkovat",59,0.585093592364382
7348,"rozezvonit",59,0.585093592364382
7349,"ořezávat",59,0.585093592364382
7350,"zvlhčovat",59,0.585093592364382
7351,"očíslovat",59,0.585093592364382
7352,"chatovat",59,0.585093592364382
7353,"objektivizovat",59,0.585093592364382
7354,"inkubovat",58,0.575176751815833
7355,"vymíchat",58,0.575176751815833
7356,"nakonfigurovat",58,0.575176751815833
7357,"ozdravit",58,0.575176751815833
7358,"překopat",58,0.575176751815833
7359,"rozklíčovat",58,0.575176751815833
7360,"zakapat",58,0.575176751815833
7361,"mámit",58,0.575176751815833
7362,"zamazat",58,0.575176751815833
7363,"přezkoušet",58,0.575176751815833
7364,"vyšroubovat",58,0.575176751815833
7365,"anticipovat",58,0.575176751815833
7366,"vrůst",58,0.575176751815833
7367,"hustit",58,0.575176751815833
7368,"konfiskovat",58,0.575176751815833
7369,"vstřikovat",58,0.575176751815833
7370,"prozřít",58,0.575176751815833
7371,"zlenivět",58,0.575176751815833
7372,"dštít",58,0.575176751815833
7373,"dostoupit",58,0.575176751815833
7374,"prohazovat",58,0.575176751815833
7375,"utiskovat",58,0.575176751815833
7376,"jebat",58,0.575176751815833
7377,"zaneřádit",58,0.575176751815833
7378,"dořezat",58,0.575176751815833
7379,"vzmáhat",58,0.575176751815833
7380,"probrečet",58,0.575176751815833
7381,"zevšednět",58,0.575176751815833
7382,"zúčtovat",58,0.575176751815833
7383,"spoutávat",58,0.575176751815833
7384,"naplácat",58,0.575176751815833
7385,"polohovat",58,0.575176751815833
7386,"nastrojit",58,0.575176751815833
7387,"vyhubovat",58,0.575176751815833
7388,"přiženit",58,0.575176751815833
7389,"chrochtat",58,0.575176751815833
7390,"svlažit",58,0.575176751815833
7391,"zašlehat",58,0.575176751815833
7392,"zafrkat",58,0.575176751815833
7393,"zesinat",58,0.575176751815833
7394,"proklát",58,0.575176751815833
7395,"zacvakat",58,0.575176751815833
7396,"přepálit",58,0.575176751815833
7397,"kolíbat",58,0.575176751815833
7398,"podmaňovat",58,0.575176751815833
7399,"oblažit",58,0.575176751815833
7400,"rozeznívat",58,0.575176751815833
7401,"honorovat",58,0.575176751815833
7402,"vodejít",58,0.575176751815833
7403,"úkolovat",58,0.575176751815833
7404,"emancipovat",58,0.575176751815833
7405,"přiloudat",57,0.565259911267284
7406,"unáhlit",57,0.565259911267284
7407,"hotovit",57,0.565259911267284
7408,"uvyknout",57,0.565259911267284
7409,"zesmutnět",57,0.565259911267284
7410,"transmutovat",57,0.565259911267284
7411,"vyšťourat",57,0.565259911267284
7412,"poblít",57,0.565259911267284
7413,"dospat",57,0.565259911267284
7414,"znesvětit",57,0.565259911267284
7415,"draftovat",57,0.565259911267284
7416,"dovršovat",57,0.565259911267284
7417,"prozařovat",57,0.565259911267284
7418,"zapařit",57,0.565259911267284
7419,"protančit",57,0.565259911267284
7420,"formalizovat",57,0.565259911267284
7421,"mládnout",57,0.565259911267284
7422,"zasportovat",57,0.565259911267284
7423,"obkličovat",57,0.565259911267284
7424,"namasírovat",57,0.565259911267284
7425,"zašroubovat",57,0.565259911267284
7426,"vymazávat",57,0.565259911267284
7427,"kejvnout",57,0.565259911267284
7428,"šelestit",57,0.565259911267284
7429,"degenerovat",57,0.565259911267284
7430,"prsknout",57,0.565259911267284
7431,"vytrhovat",57,0.565259911267284
7432,"zařádit",57,0.565259911267284
7433,"podklouznout",57,0.565259911267284
7434,"odtikávat",57,0.565259911267284
7435,"rozhlašovat",57,0.565259911267284
7436,"odkulhat",57,0.565259911267284
7437,"ustanovovat",57,0.565259911267284
7438,"reorganizovat",57,0.565259911267284
7439,"smáznout",57,0.565259911267284
7440,"chcípat",57,0.565259911267284
7441,"zdeptat",57,0.565259911267284
7442,"podebrat",57,0.565259911267284
7443,"vyprodávat",56,0.555343070718735
7444,"prošacovat",56,0.555343070718735
7445,"narafičit",56,0.555343070718735
7446,"tužit",56,0.555343070718735
7447,"zdaňovat",56,0.555343070718735
7448,"znásobovat",56,0.555343070718735
7449,"naslinit",56,0.555343070718735
7450,"rozštípnout",56,0.555343070718735
7451,"kamenovat",56,0.555343070718735
7452,"verifikovat",56,0.555343070718735
7453,"agitovat",56,0.555343070718735
7454,"poblednout",56,0.555343070718735
7455,"rozporcovat",56,0.555343070718735
7456,"napráskat",56,0.555343070718735
7457,"popoběhnout",56,0.555343070718735
7458,"ověnčit",56,0.555343070718735
7459,"propočítávat",56,0.555343070718735
7460,"vzkypět",56,0.555343070718735
7461,"umrtvit",56,0.555343070718735
7462,"srocovat",56,0.555343070718735
7463,"napřimovat",56,0.555343070718735
7464,"zavzdychat",56,0.555343070718735
7465,"kvičet",56,0.555343070718735
7466,"počíst",56,0.555343070718735
7467,"sestěhovat",56,0.555343070718735
7468,"povívat",56,0.555343070718735
7469,"zařehtat",56,0.555343070718735
7470,"stanovat",56,0.555343070718735
7471,"fabulovat",56,0.555343070718735
7472,"zvířit",56,0.555343070718735
7473,"kloktat",56,0.555343070718735
7474,"propátrávat",56,0.555343070718735
7475,"jektat",56,0.555343070718735
7476,"ponocovat",56,0.555343070718735
7477,"rozmazlit",56,0.555343070718735
7478,"pozlobit",56,0.555343070718735
7479,"zasoutěžit",56,0.555343070718735
7480,"čertit",56,0.555343070718735
7481,"vykroužit",56,0.555343070718735
7482,"variovat",56,0.555343070718735
7483,"spoluurčovat",55,0.545426230170186
7484,"zaoblit",55,0.545426230170186
7485,"skanout",55,0.545426230170186
7486,"nasněžit",55,0.545426230170186
7487,"přemílat",55,0.545426230170186
7488,"namotat",55,0.545426230170186
7489,"vtiskovat",55,0.545426230170186
7490,"blažit",55,0.545426230170186
7491,"potupit",55,0.545426230170186
7492,"ustájit",55,0.545426230170186
7493,"obepnout",55,0.545426230170186
7494,"třepit",55,0.545426230170186
7495,"impregnovat",55,0.545426230170186
7496,"zpožďovat",55,0.545426230170186
7497,"navonět",55,0.545426230170186
7498,"utrápit",55,0.545426230170186
7499,"šacovat",55,0.545426230170186
7500,"hanobit",55,0.545426230170186
7501,"zhnusit",55,0.545426230170186
7502,"zkoordinovat",55,0.545426230170186
7503,"smetat",55,0.545426230170186
7504,"rdousit",55,0.545426230170186
7505,"blafovat",55,0.545426230170186
7506,"posedat",55,0.545426230170186
7507,"zaškubat",55,0.545426230170186
7508,"poznačit",55,0.545426230170186
7509,"sešpulit",55,0.545426230170186
7510,"promasírovat",55,0.545426230170186
7511,"zatěkat",55,0.545426230170186
7512,"propátrat",55,0.545426230170186
7513,"vymaňovat",55,0.545426230170186
7514,"přispat",55,0.545426230170186
7515,"ožírat",55,0.545426230170186
7516,"vzpružit",55,0.545426230170186
7517,"posolit",55,0.545426230170186
7518,"zbrousit",55,0.545426230170186
7519,"okounět",55,0.545426230170186
7520,"kočírovat",55,0.545426230170186
7521,"exhumovat",55,0.545426230170186
7522,"projíst",55,0.545426230170186
7523,"vyválčit",54,0.535509389621638
7524,"dobnout",54,0.535509389621638
7525,"obrábět",54,0.535509389621638
7526,"proměřit",54,0.535509389621638
7527,"uřídit",54,0.535509389621638
7528,"nahrabat",54,0.535509389621638
7529,"nalehnout",54,0.535509389621638
7530,"menstruovat",54,0.535509389621638
7531,"bafat",54,0.535509389621638
7532,"viklat",54,0.535509389621638
7533,"přeplatit",54,0.535509389621638
7534,"rozšifrovat",54,0.535509389621638
7535,"úročit",54,0.535509389621638
7536,"destruovat",54,0.535509389621638
7537,"fakturovat",54,0.535509389621638
7538,"znovuobjevit",54,0.535509389621638
7539,"obkružovat",54,0.535509389621638
7540,"propírat",54,0.535509389621638
7541,"vyškrábnout",54,0.535509389621638
7542,"přeškrtnout",54,0.535509389621638
7543,"přivykat",54,0.535509389621638
7544,"vyvanout",54,0.535509389621638
7545,"nadřazovat",54,0.535509389621638
7546,"zavýsknout",54,0.535509389621638
7547,"ocejchovat",54,0.535509389621638
7548,"seškrábat",54,0.535509389621638
7549,"načepovat",54,0.535509389621638
7550,"paběrkovat",54,0.535509389621638
7551,"nadrobit",54,0.535509389621638
7552,"okřikovat",54,0.535509389621638
7553,"nadýchnout",54,0.535509389621638
7554,"potrénovat",54,0.535509389621638
7555,"vyvářet",54,0.535509389621638
7556,"zušlechťovat",54,0.535509389621638
7557,"masakrovat",54,0.535509389621638
7558,"předesílat",54,0.535509389621638
7559,"zeštíhlet",54,0.535509389621638
7560,"zavřísknout",54,0.535509389621638
7561,"osamostatňovat",54,0.535509389621638
7562,"kompletovat",54,0.535509389621638
7563,"mystifikovat",53,0.525592549073089
7564,"sumarizovat",53,0.525592549073089
7565,"seřizovat",53,0.525592549073089
7566,"nastavět",53,0.525592549073089
7567,"rozmontovat",53,0.525592549073089
7568,"strouhat",53,0.525592549073089
7569,"zprotivit",53,0.525592549073089
7570,"opásat",53,0.525592549073089
7571,"zhášet",53,0.525592549073089
7572,"nadcházet",53,0.525592549073089
7573,"sžívat",53,0.525592549073089
7574,"zašlapat",53,0.525592549073089
7575,"usmlouvat",53,0.525592549073089
7576,"připlavat",53,0.525592549073089
7577,"rozčarovat",53,0.525592549073089
7578,"doskočit",53,0.525592549073089
7579,"ponořovat",53,0.525592549073089
7580,"přitlouci",53,0.525592549073089
7581,"přeskládat",53,0.525592549073089
7582,"přirůstat",53,0.525592549073089
7583,"slout",53,0.525592549073089
7584,"dovřít",53,0.525592549073089
7585,"ozkoušet",53,0.525592549073089
7586,"rozpažit",53,0.525592549073089
7587,"prostát",53,0.525592549073089
7588,"sesílat",53,0.525592549073089
7589,"zasévat",53,0.525592549073089
7590,"zaonačit",53,0.525592549073089
7591,"chlemtat",53,0.525592549073089
7592,"rozdýchat",53,0.525592549073089
7593,"vyposlechnout",53,0.525592549073089
7594,"ponouknout",53,0.525592549073089
7595,"zabarvovat",53,0.525592549073089
7596,"zpustnout",53,0.525592549073089
7597,"kuckat",53,0.525592549073089
7598,"zpodobnit",53,0.525592549073089
7599,"vroubit",53,0.525592549073089
7600,"spíchnout",53,0.525592549073089
7601,"zkorumpovat",53,0.525592549073089
7602,"dobojovat",53,0.525592549073089
7603,"uplácat",53,0.525592549073089
7604,"přituhovat",53,0.525592549073089
7605,"rozmrznout",53,0.525592549073089
7606,"kompostovat",52,0.51567570852454
7607,"přetavovat",52,0.51567570852454
7608,"rozblikat",52,0.51567570852454
7609,"oťukávat",52,0.51567570852454
7610,"vytěžovat",52,0.51567570852454
7611,"zpřeházet",52,0.51567570852454
7612,"muzicírovat",52,0.51567570852454
7613,"vykecat",52,0.51567570852454
7614,"huhlat",52,0.51567570852454
7615,"vymačkávat",52,0.51567570852454
7616,"vyžvanit",52,0.51567570852454
7617,"intrikovat",52,0.51567570852454
7618,"zakřivovat",52,0.51567570852454
7619,"odkopat",52,0.51567570852454
7620,"nažhavit",52,0.51567570852454
7621,"heknout",52,0.51567570852454
7622,"vzkřiknout",52,0.51567570852454
7623,"zábnout",52,0.51567570852454
7624,"dedukovat",52,0.51567570852454
7625,"odzpívat",52,0.51567570852454
7626,"zavalovat",52,0.51567570852454
7627,"machrovat",52,0.51567570852454
7628,"vystříhnout",52,0.51567570852454
7629,"rozumovat",52,0.51567570852454
7630,"odžít",52,0.51567570852454
7631,"napakovat",52,0.51567570852454
7632,"anihilovat",52,0.51567570852454
7633,"odpíchnout",52,0.51567570852454
7634,"zdusit",52,0.51567570852454
7635,"vysvléci",52,0.51567570852454
7636,"odklusat",52,0.51567570852454
7637,"zeslabovat",52,0.51567570852454
7638,"erodovat",52,0.51567570852454
7639,"pročišťovat",52,0.51567570852454
7640,"rajtovat",52,0.51567570852454
7641,"upláchnout",52,0.51567570852454
7642,"prohníst",52,0.51567570852454
7643,"zlátnout",52,0.51567570852454
7644,"zorat",52,0.51567570852454
7645,"oblažovat",52,0.51567570852454
7646,"odstupňovat",52,0.51567570852454
7647,"vyklenout",52,0.51567570852454
7648,"pomíchat",52,0.51567570852454
7649,"kalibrovat",52,0.51567570852454
7650,"disociovat",52,0.51567570852454
7651,"kategorizovat",52,0.51567570852454
7652,"navrstvit",51,0.505758867975991
7653,"karikovat",51,0.505758867975991
7654,"odvodnit",51,0.505758867975991
7655,"vynulovat",51,0.505758867975991
7656,"uskrovnit",51,0.505758867975991
7657,"podplácet",51,0.505758867975991
7658,"zatetelit",51,0.505758867975991
7659,"kočovat",51,0.505758867975991
7660,"rozvášnit",51,0.505758867975991
7661,"poválet",51,0.505758867975991
7662,"otupět",51,0.505758867975991
7663,"konsternovat",51,0.505758867975991
7664,"prorůst",51,0.505758867975991
7665,"inhalovat",51,0.505758867975991
7666,"zvláčnět",51,0.505758867975991
7667,"zatuhnout",51,0.505758867975991
7668,"smazávat",51,0.505758867975991
7669,"obrečet",51,0.505758867975991
7670,"vyostřovat",51,0.505758867975991
7671,"přidusit",51,0.505758867975991
7672,"mutovat",51,0.505758867975991
7673,"nafasovat",51,0.505758867975991
7674,"zlíbat",51,0.505758867975991
7675,"rozvětvovat",51,0.505758867975991
7676,"ulítnout",51,0.505758867975991
7677,"přeříkat",51,0.505758867975991
7678,"zakotvovat",51,0.505758867975991
7679,"odplavat",51,0.505758867975991
7680,"nalomit",51,0.505758867975991
7681,"potěžkávat",51,0.505758867975991
7682,"vystrkat",51,0.505758867975991
7683,"želet",51,0.505758867975991
7684,"zaškrábat",51,0.505758867975991
7685,"hudrovat",51,0.505758867975991
7686,"vykostit",51,0.505758867975991
7687,"rozječet",51,0.505758867975991
7688,"provézt",51,0.505758867975991
7689,"durdit",51,0.505758867975991
7690,"promazávat",51,0.505758867975991
7691,"cvrnknout",51,0.505758867975991
7692,"osekávat",51,0.505758867975991
7693,"domalovat",51,0.505758867975991
7694,"udit",51,0.505758867975991
7695,"domestikovat",51,0.505758867975991
7696,"vylidňovat",51,0.505758867975991
7697,"rozstřihnout",51,0.505758867975991
7698,"centrovat",50,0.495842027427442
7699,"rozporovat",50,0.495842027427442
7700,"uskromnit",50,0.495842027427442
7701,"kulit",50,0.495842027427442
7702,"vpravovat",50,0.495842027427442
7703,"skicovat",50,0.495842027427442
7704,"prosvítit",50,0.495842027427442
7705,"tlít",50,0.495842027427442
7706,"hartusit",50,0.495842027427442
7707,"strážit",50,0.495842027427442
7708,"zatavit",50,0.495842027427442
7709,"nakojit",50,0.495842027427442
7710,"zestátnit",50,0.495842027427442
7711,"vypráskat",50,0.495842027427442
7712,"vysolit",50,0.495842027427442
7713,"odkopávat",50,0.495842027427442
7714,"odstát",50,0.495842027427442
7715,"zastarat",50,0.495842027427442
7716,"vyklopýtat",50,0.495842027427442
7717,"naleštit",50,0.495842027427442
7718,"frkat",50,0.495842027427442
7719,"skřehotat",50,0.495842027427442
7720,"vykutálet",50,0.495842027427442
7721,"přežehlit",50,0.495842027427442
7722,"zastudit",50,0.495842027427442
7723,"houfovat",50,0.495842027427442
7724,"spoluutvářet",50,0.495842027427442
7725,"slevovat",50,0.495842027427442
7726,"zainvestovat",50,0.495842027427442
7727,"zaléhat",50,0.495842027427442
7728,"olupovat",50,0.495842027427442
7729,"rozezlít",50,0.495842027427442
7730,"rozkmotřit",50,0.495842027427442
7731,"bejvávat",50,0.495842027427442
7732,"pocem",50,0.495842027427442
7733,"sáňkovat",50,0.495842027427442
7734,"přelakovat",50,0.495842027427442
7735,"rozbořit",50,0.495842027427442
7736,"vydloubnout",50,0.495842027427442
7737,"podlézt",50,0.495842027427442
7738,"opíchat",50,0.495842027427442
7739,"přebarvit",50,0.495842027427442
7740,"zrežírovat",50,0.495842027427442
7741,"vmanévrovat",50,0.495842027427442
7742,"vpisovat",50,0.495842027427442
7743,"šišlat",50,0.495842027427442
7744,"obstavit",50,0.495842027427442
7745,"zhudebňovat",50,0.495842027427442
7746,"odpálkovat",50,0.495842027427442
7747,"šeřit",50,0.495842027427442
7748,"nacouvat",50,0.495842027427442
7749,"nakopávat",50,0.495842027427442
7750,"zavdávat",50,0.495842027427442
7751,"kmitnout",50,0.495842027427442
