"order","lemma","reflexive_frequency","reflexive_ipm"
10210,"rozpisovat",1,0.00991684054854884
10211,"čísnout",1,0.00991684054854884
10212,"ripovat",1,0.00991684054854884
10213,"vlhčit",1,0.00991684054854884
10214,"zmučit",1,0.00991684054854884
10215,"zvést",1,0.00991684054854884
10216,"vykrákat",1,0.00991684054854884
10217,"zdrápat",1,0.00991684054854884
10218,"očipovat",1,0.00991684054854884
10219,"vyhmátnout",1,0.00991684054854884
10220,"vtoulat",1,0.00991684054854884
10221,"sesýchat",1,0.00991684054854884
10222,"zazátkovat",1,0.00991684054854884
10223,"vypíchat",1,0.00991684054854884
10224,"klít",1,0.00991684054854884
10225,"bloudit",1,0.00991684054854884
10226,"otlapkávat",1,0.00991684054854884
10227,"plenit",1,0.00991684054854884
10228,"rozcapit",1,0.00991684054854884
10229,"odzpívat",1,0.00991684054854884
10230,"přešvihnout",1,0.00991684054854884
10231,"dozdít",1,0.00991684054854884
10232,"dosmýkat",1,0.00991684054854884
10233,"prostříknout",1,0.00991684054854884
10234,"oplakat",1,0.00991684054854884
10235,"skrápět",1,0.00991684054854884
10236,"rázovat",1,0.00991684054854884
10237,"propočíst",1,0.00991684054854884
10238,"přesměrovávat",1,0.00991684054854884
10239,"rozorat",1,0.00991684054854884
10240,"šířívat",1,0.00991684054854884
10241,"rozsednout",1,0.00991684054854884
10242,"proletovat",1,0.00991684054854884
10243,"zakrejt",1,0.00991684054854884
10244,"zventilovat",1,0.00991684054854884
10245,"zanaříkat",1,0.00991684054854884
10246,"vytřeštit",1,0.00991684054854884
10247,"hvízdnout",1,0.00991684054854884
10248,"naplácat",1,0.00991684054854884
10249,"vyviňovat",1,0.00991684054854884
10250,"hýkat",1,0.00991684054854884
10251,"vysluhovat",1,0.00991684054854884
10252,"profinancovat",1,0.00991684054854884
10253,"vyškrtávat",1,0.00991684054854884
10254,"linkovat",1,0.00991684054854884
10255,"vykotit",1,0.00991684054854884
10256,"prosedět",1,0.00991684054854884
10257,"požahovat",1,0.00991684054854884
10258,"chovávat",1,0.00991684054854884
10259,"vyartikulovat",1,0.00991684054854884
10260,"docpat",1,0.00991684054854884
10261,"hanit",1,0.00991684054854884
10262,"šišlat",1,0.00991684054854884
10263,"zavěšet",1,0.00991684054854884
10264,"olejovat",1,0.00991684054854884
10265,"zešklebit",1,0.00991684054854884
10266,"odsadit",1,0.00991684054854884
10267,"zapájet",1,0.00991684054854884
10268,"pomnožovat",1,0.00991684054854884
10269,"bonzovat",1,0.00991684054854884
10270,"obstát",1,0.00991684054854884
10271,"vyšplouchat",1,0.00991684054854884
10272,"potykat",1,0.00991684054854884
10273,"přehrnovat",1,0.00991684054854884
10274,"profanovat",1,0.00991684054854884
10275,"přešupačit",1,0.00991684054854884
10276,"obkroutit",1,0.00991684054854884
10277,"memorovat",1,0.00991684054854884
10278,"lehat",1,0.00991684054854884
10279,"dosvítit",1,0.00991684054854884
10280,"třepnout",1,0.00991684054854884
10281,"sežehnout",1,0.00991684054854884
10282,"lapat",1,0.00991684054854884
10283,"vyškubávat",1,0.00991684054854884
10284,"potřísňovat",1,0.00991684054854884
10285,"poštrachat",1,0.00991684054854884
10286,"sířit",1,0.00991684054854884
10287,"odlámat",1,0.00991684054854884
10288,"naklepávat",1,0.00991684054854884
10289,"skučet",1,0.00991684054854884
10290,"proplýtvat",1,0.00991684054854884
10291,"namodulovat",1,0.00991684054854884
10292,"vychystat",1,0.00991684054854884
10293,"zdrhovat",1,0.00991684054854884
10294,"uronit",1,0.00991684054854884
10295,"zamačkávat",1,0.00991684054854884
10296,"vyloupávat",1,0.00991684054854884
10297,"zavadnout",1,0.00991684054854884
10298,"celebrovat",1,0.00991684054854884
10299,"feminizovat",1,0.00991684054854884
10300,"ošacovat",1,0.00991684054854884
10301,"svědit",1,0.00991684054854884
10302,"navát",1,0.00991684054854884
10303,"žhnout",1,0.00991684054854884
10304,"klapat",1,0.00991684054854884
10305,"nasvěcovat",1,0.00991684054854884
10306,"vyhandlovat",1,0.00991684054854884
10307,"leštívat",1,0.00991684054854884
10308,"moštovat",1,0.00991684054854884
10309,"prokutálet",1,0.00991684054854884
10310,"rozmlsat",1,0.00991684054854884
10311,"uhýčkat",1,0.00991684054854884
10312,"vyexportovat",1,0.00991684054854884
10313,"kafovat",1,0.00991684054854884
10314,"pošramotit",1,0.00991684054854884
10315,"znervóznit",1,0.00991684054854884
10316,"flambovat",1,0.00991684054854884
10317,"uválet",1,0.00991684054854884
10318,"pošťárat",1,0.00991684054854884
10319,"formátovat",1,0.00991684054854884
10320,"vydejchat",1,0.00991684054854884
10321,"rozprostraňovat",1,0.00991684054854884
10322,"ukopat",1,0.00991684054854884
10323,"sumírovat",1,0.00991684054854884
10324,"znevýhodnit",1,0.00991684054854884
10325,"vdouvat",1,0.00991684054854884
10326,"nažvanit",1,0.00991684054854884
10327,"vodejít",1,0.00991684054854884
10328,"osoušet",1,0.00991684054854884
10329,"zavíčkovat",1,0.00991684054854884
10330,"driftovat",1,0.00991684054854884
10331,"řítívat",1,0.00991684054854884
10332,"přítelíčkovat",1,0.00991684054854884
10333,"vydupávat",1,0.00991684054854884
10334,"zamuchlat",1,0.00991684054854884
10335,"bojkotovat",1,0.00991684054854884
10336,"kochávat",1,0.00991684054854884
10337,"pochutnat",1,0.00991684054854884
10338,"smrknout",1,0.00991684054854884
10339,"okřesat",1,0.00991684054854884
10340,"nadskakovat",1,0.00991684054854884
10341,"utýrat",1,0.00991684054854884
10342,"skasávat",1,0.00991684054854884
10343,"pracovávat",1,0.00991684054854884
10344,"přeplácat",1,0.00991684054854884
10345,"zvnějšnit",1,0.00991684054854884
10346,"propovídat",1,0.00991684054854884
10347,"plstit",1,0.00991684054854884
10348,"přemáznout",1,0.00991684054854884
10349,"hýbnout",1,0.00991684054854884
10350,"prošlehat",1,0.00991684054854884
10351,"nasněžit",1,0.00991684054854884
10352,"upískat",1,0.00991684054854884
10353,"ukousnout",1,0.00991684054854884
10354,"plakávat",1,0.00991684054854884
10355,"odrhnout",1,0.00991684054854884
10356,"přebalovat",1,0.00991684054854884
10357,"dobíhat",1,0.00991684054854884
10358,"ocitávat",1,0.00991684054854884
10359,"dotisknout",1,0.00991684054854884
10360,"ulakomit",1,0.00991684054854884
10361,"zatěšit",1,0.00991684054854884
10362,"zmlkat",1,0.00991684054854884
10363,"zavadit",1,0.00991684054854884
10364,"zafickat",1,0.00991684054854884
10365,"vyleptávat",1,0.00991684054854884
10366,"přestřelovat",1,0.00991684054854884
10367,"vypírat",1,0.00991684054854884
10368,"otaxovat",1,0.00991684054854884
10369,"ustřihávat",1,0.00991684054854884
10370,"odzbrojit",1,0.00991684054854884
10371,"naslibovat",1,0.00991684054854884
10372,"bazírovat",1,0.00991684054854884
10373,"překrvovat",1,0.00991684054854884
10374,"seskákat",1,0.00991684054854884
10375,"zavánět",1,0.00991684054854884
10376,"světlat",1,0.00991684054854884
10377,"odminovat",1,0.00991684054854884
10378,"obšancovat",1,0.00991684054854884
10379,"nasvětlit",1,0.00991684054854884
10380,"pustošit",1,0.00991684054854884
10381,"zkapalnit",1,0.00991684054854884
10382,"ostouzet",1,0.00991684054854884
10383,"vyrabovat",1,0.00991684054854884
10384,"posíci",1,0.00991684054854884
10385,"nakloňovat",1,0.00991684054854884
10386,"navarovat",1,0.00991684054854884
10387,"negativizovat",1,0.00991684054854884
10388,"holedbávat",1,0.00991684054854884
10389,"odmítávat",1,0.00991684054854884
10390,"ekonomizovat",1,0.00991684054854884
10391,"předpřeložit",1,0.00991684054854884
10392,"špásovat",1,0.00991684054854884
10393,"plužit",1,0.00991684054854884
10394,"zazlívat",1,0.00991684054854884
10395,"okmínovat",1,0.00991684054854884
10396,"ošálit",1,0.00991684054854884
10397,"přejmout",1,0.00991684054854884
10398,"metamorfovat",1,0.00991684054854884
10399,"vykolíkovat",1,0.00991684054854884
10400,"dementovat",1,0.00991684054854884
10401,"obtížit",1,0.00991684054854884
10402,"prosnít",1,0.00991684054854884
10403,"odčiňovat",1,0.00991684054854884
10404,"vlát",1,0.00991684054854884
10405,"poradovat",1,0.00991684054854884
10406,"vbourávat",1,0.00991684054854884
10407,"spiralizovat",1,0.00991684054854884
10408,"vyčmuchat",1,0.00991684054854884
10409,"rozmýt",1,0.00991684054854884
10410,"uprášit",1,0.00991684054854884
10411,"draftovat",1,0.00991684054854884
10412,"odpadat",1,0.00991684054854884
10413,"rozvléci",1,0.00991684054854884
10414,"ohoblovat",1,0.00991684054854884
10415,"ohledět",1,0.00991684054854884
10416,"propíchat",1,0.00991684054854884
10417,"nařvávat",1,0.00991684054854884
10418,"odsypávat",1,0.00991684054854884
10419,"přidušovat",1,0.00991684054854884
10420,"zcelit",1,0.00991684054854884
10421,"skicovat",1,0.00991684054854884
10422,"zabrousit",1,0.00991684054854884
10423,"zapudrovat",1,0.00991684054854884
10424,"seznat",1,0.00991684054854884
10425,"obtěžkat",1,0.00991684054854884
10426,"znecitlivět",1,0.00991684054854884
10427,"zakliňovat",1,0.00991684054854884
10428,"překonfigurovat",1,0.00991684054854884
10429,"divočit",1,0.00991684054854884
10430,"přeobjednat",1,0.00991684054854884
10431,"dopíchnout",1,0.00991684054854884
10432,"zkonkretizovat",1,0.00991684054854884
10433,"nastřelovat",1,0.00991684054854884
10434,"odbejvat",1,0.00991684054854884
10435,"dotřiďovat",1,0.00991684054854884
10436,"přistrkovat",1,0.00991684054854884
10437,"mínívat",1,0.00991684054854884
10438,"rapovat",1,0.00991684054854884
10439,"kapitulovat",1,0.00991684054854884
10440,"zahalekat",1,0.00991684054854884
10441,"odvolit",1,0.00991684054854884
10442,"nadřadit",1,0.00991684054854884
10443,"planout",1,0.00991684054854884
10444,"dokupovat",1,0.00991684054854884
10445,"procpávat",1,0.00991684054854884
10446,"umastit",1,0.00991684054854884
10447,"zasout",1,0.00991684054854884
10448,"buzerovat",1,0.00991684054854884
10449,"esterifikovat",1,0.00991684054854884
10450,"sršet",1,0.00991684054854884
10451,"přečuhovat",1,0.00991684054854884
10452,"kolektivizovat",1,0.00991684054854884
10453,"dedikovat",1,0.00991684054854884
10454,"oblouznit",1,0.00991684054854884
10455,"pokuřovat",1,0.00991684054854884
10456,"vohánět",1,0.00991684054854884
10457,"sortovat",1,0.00991684054854884
10458,"vemnout",1,0.00991684054854884
10459,"zatelefonovat",1,0.00991684054854884
10460,"dotvarovat",1,0.00991684054854884
10461,"zahlušit",1,0.00991684054854884
10462,"zotvírat",1,0.00991684054854884
10463,"předprogramovat",1,0.00991684054854884
10464,"zmeškávat",1,0.00991684054854884
10465,"svolovat",1,0.00991684054854884
10466,"nahlodávat",1,0.00991684054854884
10467,"zauzlovávat",1,0.00991684054854884
10468,"zjednávat",1,0.00991684054854884
10469,"fašizovat",1,0.00991684054854884
10470,"sezvat",1,0.00991684054854884
10471,"ulpět",1,0.00991684054854884
10472,"osévat",1,0.00991684054854884
10473,"zúrodňovat",1,0.00991684054854884
10474,"vducnout",1,0.00991684054854884
10475,"onálepkovat",1,0.00991684054854884
10476,"ostřit",1,0.00991684054854884
10477,"intabulovat",1,0.00991684054854884
10478,"vyškrabávat",1,0.00991684054854884
10479,"časit",1,0.00991684054854884
10480,"pokosit",1,0.00991684054854884
10481,"vycinkat",1,0.00991684054854884
10482,"přepásávat",1,0.00991684054854884
10483,"sládnout",1,0.00991684054854884
10484,"požít",1,0.00991684054854884
10485,"pučit",1,0.00991684054854884
10486,"oházet",1,0.00991684054854884
10487,"vyeskalovat",1,0.00991684054854884
10488,"vymítat",1,0.00991684054854884
10489,"předvolávat",1,0.00991684054854884
10490,"poklekat",1,0.00991684054854884
10491,"splácávat",1,0.00991684054854884
10492,"vodjistit",1,0.00991684054854884
10493,"vypláznout",1,0.00991684054854884
10494,"závitovat",1,0.00991684054854884
10495,"bzučet",1,0.00991684054854884
10496,"nadávkovat",1,0.00991684054854884
10497,"prohrnovat",1,0.00991684054854884
10498,"pozbývat",1,0.00991684054854884
10499,"zkrotnout",1,0.00991684054854884
10500,"rozežírat",1,0.00991684054854884
10501,"přicvaknout",1,0.00991684054854884
10502,"vtrousit",1,0.00991684054854884
10503,"předvařit",1,0.00991684054854884
10504,"zabědovat",1,0.00991684054854884
10505,"uzávorkovat",1,0.00991684054854884
10506,"mrcat",1,0.00991684054854884
10507,"zasekat",1,0.00991684054854884
10508,"ošpláchnout",1,0.00991684054854884
10509,"rozkolébávat",1,0.00991684054854884
10510,"nalahvovat",1,0.00991684054854884
10511,"nasupat",1,0.00991684054854884
10512,"dosvědčit",1,0.00991684054854884
10513,"vsout",1,0.00991684054854884
10514,"nasosat",1,0.00991684054854884
10515,"navršovat",1,0.00991684054854884
10516,"zohavovat",1,0.00991684054854884
10517,"odrýglovat",1,0.00991684054854884
10518,"zastrašovat",1,0.00991684054854884
10519,"zapěstovávat",1,0.00991684054854884
10520,"poposednout",1,0.00991684054854884
10521,"vyvzdorovat",1,0.00991684054854884
10522,"těžknout",1,0.00991684054854884
10523,"anticipovat",1,0.00991684054854884
10524,"najmenovat",1,0.00991684054854884
10525,"okouknout",1,0.00991684054854884
10526,"přelejvat",1,0.00991684054854884
10527,"zabukovat",1,0.00991684054854884
10528,"naštosovat",1,0.00991684054854884
10529,"vystartovat",1,0.00991684054854884
10530,"profrčet",1,0.00991684054854884
10531,"nasolit",1,0.00991684054854884
10532,"nachlastat",1,0.00991684054854884
10533,"rozperlit",1,0.00991684054854884
10534,"řičet",1,0.00991684054854884
10535,"naznat",1,0.00991684054854884
10536,"poevropšťovat",1,0.00991684054854884
10537,"zpřísnět",1,0.00991684054854884
10538,"poangličtit",1,0.00991684054854884
10539,"fiknout",1,0.00991684054854884
10540,"rozkreslit",1,0.00991684054854884
10541,"natoužit",1,0.00991684054854884
10542,"rekapitalizovat",1,0.00991684054854884
10543,"těsnit",1,0.00991684054854884
10544,"dobatolit",1,0.00991684054854884
10545,"přesypávat",1,0.00991684054854884
10546,"přerovnávat",1,0.00991684054854884
10547,"zpečeťovat",1,0.00991684054854884
10548,"přemokřit",1,0.00991684054854884
10549,"omočit",1,0.00991684054854884
10550,"pohnojit",1,0.00991684054854884
10551,"obdařovat",1,0.00991684054854884
10552,"urousat",1,0.00991684054854884
10553,"dovíjet",1,0.00991684054854884
10554,"přesrat",1,0.00991684054854884
10555,"zarýglovat",1,0.00991684054854884
10556,"vyzvědět",1,0.00991684054854884
10557,"rozsedat",1,0.00991684054854884
10558,"zregulovat",1,0.00991684054854884
10559,"skáknout",1,0.00991684054854884
10560,"zastarat",1,0.00991684054854884
10561,"pasírovat",1,0.00991684054854884
10562,"zchystat",1,0.00991684054854884
10563,"udolat",1,0.00991684054854884
10564,"nahlodat",1,0.00991684054854884
10565,"pukat",1,0.00991684054854884
10566,"tančívat",1,0.00991684054854884
10567,"telegrafovat",1,0.00991684054854884
10568,"zaštípnout",1,0.00991684054854884
10569,"zaleptat",1,0.00991684054854884
10570,"přechvalovat",1,0.00991684054854884
10571,"zhypnotizovat",1,0.00991684054854884
10572,"odpolitizovat",1,0.00991684054854884
10573,"zdůvěrňovat",1,0.00991684054854884
10574,"cintat",1,0.00991684054854884
10575,"otřískávat",1,0.00991684054854884
10576,"přebalit",1,0.00991684054854884
10577,"zneviditelňovat",1,0.00991684054854884
10578,"rozbřednout",1,0.00991684054854884
10579,"prošťuchovat",1,0.00991684054854884
10580,"obsekávat",1,0.00991684054854884
10581,"akomodovat",1,0.00991684054854884
10582,"pozachvět",1,0.00991684054854884
10583,"zřetězovat",1,0.00991684054854884
10584,"pojíst",1,0.00991684054854884
10585,"vyzrát",1,0.00991684054854884
10586,"procitnout",1,0.00991684054854884
10587,"ojet",1,0.00991684054854884
10588,"revoltovat",1,0.00991684054854884
10589,"špláchat",1,0.00991684054854884
10590,"rozviřovat",1,0.00991684054854884
10591,"zaskládat",1,0.00991684054854884
10592,"ritualizovat",1,0.00991684054854884
10593,"vybruslit",1,0.00991684054854884
10594,"pošplouchat",1,0.00991684054854884
10595,"vykračovat",1,0.00991684054854884
10596,"omlít",1,0.00991684054854884
10597,"přešoupnout",1,0.00991684054854884
10598,"pozastřít",1,0.00991684054854884
10599,"provařovat",1,0.00991684054854884
10600,"překecat",1,0.00991684054854884
10601,"přenáhlit",1,0.00991684054854884
10602,"zchudnout",1,0.00991684054854884
10603,"vodvézt",1,0.00991684054854884
10604,"prokysličit",1,0.00991684054854884
10605,"pauzovat",1,0.00991684054854884
10606,"probouchat",1,0.00991684054854884
10607,"vyhošťovat",1,0.00991684054854884
10608,"probořovat",1,0.00991684054854884
10609,"vyšlehnout",1,0.00991684054854884
10610,"zmutovat",1,0.00991684054854884
10611,"podbíjet",1,0.00991684054854884
10612,"cementovat",1,0.00991684054854884
10613,"pražívat",1,0.00991684054854884
10614,"přesublimovat",1,0.00991684054854884
10615,"věstit",1,0.00991684054854884
10616,"přikrmit",1,0.00991684054854884
10617,"ocitovat",1,0.00991684054854884
10618,"udrbat",1,0.00991684054854884
10619,"přeobsazovat",1,0.00991684054854884
10620,"zakufrovat",1,0.00991684054854884
10621,"odbahnit",1,0.00991684054854884
10622,"poctít",1,0.00991684054854884
10623,"zalkoholizovat",1,0.00991684054854884
10624,"renderovat",1,0.00991684054854884
10625,"zahloubávat",1,0.00991684054854884
10626,"štěknout",1,0.00991684054854884
10627,"ozvláštnit",1,0.00991684054854884
10628,"postřikovat",1,0.00991684054854884
10629,"rozbrázdit",1,0.00991684054854884
10630,"prošoupávat",1,0.00991684054854884
10631,"bájit",1,0.00991684054854884
10632,"přitrousit",1,0.00991684054854884
10633,"ovazovat",1,0.00991684054854884
10634,"saldovat",1,0.00991684054854884
10635,"vzmáchnout",1,0.00991684054854884
10636,"rozkoktat",1,0.00991684054854884
10637,"zakamuflovat",1,0.00991684054854884
10638,"devastovat",1,0.00991684054854884
10639,"osvěcovat",1,0.00991684054854884
10640,"katit",1,0.00991684054854884
10641,"tvárnit",1,0.00991684054854884
10642,"zdechnout",1,0.00991684054854884
10643,"natravovat",1,0.00991684054854884
10644,"vyznívat",1,0.00991684054854884
10645,"obehrávat",1,0.00991684054854884
10646,"připažit",1,0.00991684054854884
10647,"pozdržovat",1,0.00991684054854884
10648,"posedávat",1,0.00991684054854884
10649,"opucovat",1,0.00991684054854884
10650,"utiskovat",1,0.00991684054854884
10651,"ceknout",1,0.00991684054854884
10652,"přeřvávat",1,0.00991684054854884
10653,"přežehlit",1,0.00991684054854884
10654,"prohořívat",1,0.00991684054854884
10655,"byrokratizovat",1,0.00991684054854884
10656,"omamovat",1,0.00991684054854884
10657,"vycepovat",1,0.00991684054854884
10658,"voctnout",1,0.00991684054854884
10659,"rozpěnit",1,0.00991684054854884
10660,"korodovat",1,0.00991684054854884
10661,"připichovat",1,0.00991684054854884
10662,"dekonstruovat",1,0.00991684054854884
10663,"spoluúčastnit",1,0.00991684054854884
10664,"vpracovávat",1,0.00991684054854884
10665,"vlepovat",1,0.00991684054854884
10666,"podbarvovat",1,0.00991684054854884
10667,"zelenět",1,0.00991684054854884
10668,"jódlovat",1,0.00991684054854884
10669,"zaskladňovat",1,0.00991684054854884
10670,"jevívat",1,0.00991684054854884
10671,"nabonzovat",1,0.00991684054854884
10672,"gruntovat",1,0.00991684054854884
10673,"vyštěknout",1,0.00991684054854884
10674,"přeostřit",1,0.00991684054854884
10675,"frekventovat",1,0.00991684054854884
10676,"zakrvit",1,0.00991684054854884
10677,"vybrnkávat",1,0.00991684054854884
10678,"probrouzdat",1,0.00991684054854884
10679,"secvičovat",1,0.00991684054854884
10680,"pružit",1,0.00991684054854884
10681,"usjednotit",1,0.00991684054854884
10682,"zavztekat",1,0.00991684054854884
10683,"odmocňovat",1,0.00991684054854884
10684,"přibalovat",1,0.00991684054854884
10685,"nalanařit",1,0.00991684054854884
10686,"namrazovat",1,0.00991684054854884
10687,"nasycovat",1,0.00991684054854884
10688,"namučit",1,0.00991684054854884
10689,"očarovat",1,0.00991684054854884
10690,"vklížit",1,0.00991684054854884
10691,"zabahnět",1,0.00991684054854884
10692,"vylejzat",1,0.00991684054854884
10693,"zaneřádit",1,0.00991684054854884
10694,"menstruovat",1,0.00991684054854884
10695,"přetéci",1,0.00991684054854884
10696,"rašit",1,0.00991684054854884
10697,"kypřit",1,0.00991684054854884
10698,"spatlat",1,0.00991684054854884
10699,"vystřihovat",1,0.00991684054854884
10700,"vpadnout",1,0.00991684054854884
10701,"mrzoutit",1,0.00991684054854884
10702,"prokrást",1,0.00991684054854884
10703,"kouřívat",1,0.00991684054854884
10704,"pokulhávat",1,0.00991684054854884
10705,"seskládat",1,0.00991684054854884
10706,"gratinovat",1,0.00991684054854884
10707,"slabikovat",1,0.00991684054854884
10708,"pohodit",1,0.00991684054854884
10709,"vrůstat",1,0.00991684054854884
10710,"vymajznout",1,0.00991684054854884
10711,"uchvátit",1,0.00991684054854884
10712,"vychlazovat",1,0.00991684054854884
10713,"šponovat",1,0.00991684054854884
10714,"nanominovat",1,0.00991684054854884
10715,"promlsat",1,0.00991684054854884
10716,"uhánět",1,0.00991684054854884
10717,"třeštit",1,0.00991684054854884
10718,"oddychnout",1,0.00991684054854884
10719,"předřazovat",1,0.00991684054854884
10720,"vodvalit",1,0.00991684054854884
10721,"podseknout",1,0.00991684054854884
10722,"promyslit",1,0.00991684054854884
10723,"vybičovávat",1,0.00991684054854884
10724,"obklíčit",1,0.00991684054854884
10725,"deprimovat",1,0.00991684054854884
10726,"rozedírat",1,0.00991684054854884
10727,"zalekávat",1,0.00991684054854884
10728,"mejlovat",1,0.00991684054854884
10729,"odzbrojovat",1,0.00991684054854884
10730,"zkolébat",1,0.00991684054854884
10731,"těžívat",1,0.00991684054854884
10732,"natyčit",1,0.00991684054854884
10733,"ošplíchat",1,0.00991684054854884
10734,"protiargumentovat",1,0.00991684054854884
10735,"alergizovat",1,0.00991684054854884
10736,"nasolovat",1,0.00991684054854884
10737,"vláčit",1,0.00991684054854884
10738,"prodiskutovávat",1,0.00991684054854884
10739,"dodrápat",1,0.00991684054854884
10740,"zastlat",1,0.00991684054854884
10741,"vyasfaltovat",1,0.00991684054854884
10742,"zaškrtnout",1,0.00991684054854884
10743,"vřaďovat",1,0.00991684054854884
10744,"parfémovat",1,0.00991684054854884
10745,"sponzorovat",1,0.00991684054854884
10746,"rozkvedlat",1,0.00991684054854884
10747,"čepejřit",1,0.00991684054854884
10748,"vlízt",1,0.00991684054854884
10749,"omrdat",1,0.00991684054854884
10750,"zažehnat",1,0.00991684054854884
10751,"poklást",1,0.00991684054854884
10752,"rebootovat",1,0.00991684054854884
10753,"vyškvařit",1,0.00991684054854884
10754,"přeplížit",1,0.00991684054854884
10755,"vystrašit",1,0.00991684054854884
10756,"vymontovávat",1,0.00991684054854884
10757,"načasovávat",1,0.00991684054854884
10758,"poodjet",1,0.00991684054854884
10759,"tlít",1,0.00991684054854884
10760,"proskákat",1,0.00991684054854884
10761,"vyretušovat",1,0.00991684054854884
10762,"problikávat",1,0.00991684054854884
10763,"postát",1,0.00991684054854884
10764,"došetřit",1,0.00991684054854884
10765,"znejasňovat",1,0.00991684054854884
10766,"nazkoumat",1,0.00991684054854884
10767,"haštěřit",1,0.00991684054854884
10768,"zpřelámat",1,0.00991684054854884
10769,"naslinit",1,0.00991684054854884
10770,"přiskočit",1,0.00991684054854884
10771,"navrtět",1,0.00991684054854884
10772,"svlékávat",1,0.00991684054854884
10773,"zamhlít",1,0.00991684054854884
10774,"hřebit",1,0.00991684054854884
10775,"šmakovat",1,0.00991684054854884
10776,"kočírovat",1,0.00991684054854884
10777,"zalézat",1,0.00991684054854884
10778,"vlísávat",1,0.00991684054854884
10779,"proplavat",1,0.00991684054854884
10780,"zintenzívnět",1,0.00991684054854884
10781,"vyrábívat",1,0.00991684054854884
10782,"trápívat",1,0.00991684054854884
10783,"zběsit",1,0.00991684054854884
10784,"zavřískat",1,0.00991684054854884
10785,"osamět",1,0.00991684054854884
10786,"patentovat",1,0.00991684054854884
10787,"demoralizovat",1,0.00991684054854884
10788,"hajlovat",1,0.00991684054854884
10789,"poleptat",1,0.00991684054854884
10790,"zbělat",1,0.00991684054854884
10791,"vmyšlovat",1,0.00991684054854884
10792,"prosunout",1,0.00991684054854884
10793,"naolejovat",1,0.00991684054854884
10794,"uschopnit",1,0.00991684054854884
10795,"slíkat",1,0.00991684054854884
10796,"rozkousat",1,0.00991684054854884
10797,"odstříhat",1,0.00991684054854884
10798,"vyprosit",1,0.00991684054854884
10799,"vysmahnout",1,0.00991684054854884
10800,"strádat",1,0.00991684054854884
10801,"přeškrtat",1,0.00991684054854884
10802,"rozdýmat",1,0.00991684054854884
10803,"ukovat",1,0.00991684054854884
10804,"sprchnout",1,0.00991684054854884
10805,"dořezávat",1,0.00991684054854884
10806,"ubalancovat",1,0.00991684054854884
10807,"odvyknout",1,0.00991684054854884
10808,"odrecitovat",1,0.00991684054854884
10809,"prolajdat",1,0.00991684054854884
10810,"reintegrovat",1,0.00991684054854884
10811,"trkat",1,0.00991684054854884
10812,"nadrilovat",1,0.00991684054854884
10813,"vyčasovat",1,0.00991684054854884
10814,"nabobtnat",1,0.00991684054854884
10815,"zalednit",1,0.00991684054854884
10816,"promykat",1,0.00991684054854884
10817,"ofrézovat",1,0.00991684054854884
10818,"žmolit",1,0.00991684054854884
10819,"odsoukat",1,0.00991684054854884
10820,"nakročit",1,0.00991684054854884
10821,"perlívat",1,0.00991684054854884
10822,"podlepit",1,0.00991684054854884
10823,"nastonat",1,0.00991684054854884
10824,"zapátrat",1,0.00991684054854884
10825,"odestlat",1,0.00991684054854884
10826,"rozvanout",1,0.00991684054854884
10827,"probarvit",1,0.00991684054854884
10828,"kamuflovat",1,0.00991684054854884
10829,"upadat",1,0.00991684054854884
10830,"zaklátit",1,0.00991684054854884
10831,"kurtovat",1,0.00991684054854884
10832,"plantat",1,0.00991684054854884
10833,"temnit",1,0.00991684054854884
10834,"přehrábnout",1,0.00991684054854884
10835,"rozžít",1,0.00991684054854884
10836,"zaberanit",1,0.00991684054854884
10837,"sešklebit",1,0.00991684054854884
10838,"okřikovat",1,0.00991684054854884
10839,"proslunit",1,0.00991684054854884
10840,"zkonejšit",1,0.00991684054854884
10841,"volávat",1,0.00991684054854884
10842,"zdobívat",1,0.00991684054854884
10843,"zaklít",1,0.00991684054854884
10844,"přerozovat",1,0.00991684054854884
10845,"praštět",1,0.00991684054854884
10846,"posvačit",1,0.00991684054854884
10847,"nalábat",1,0.00991684054854884
10848,"orodovat",1,0.00991684054854884
10849,"vytracovat",1,0.00991684054854884
10850,"rozesmutnit",1,0.00991684054854884
10851,"vmést",1,0.00991684054854884
10852,"šimrat",1,0.00991684054854884
10853,"propást",1,0.00991684054854884
10854,"cválat",1,0.00991684054854884
10855,"rozmontovat",1,0.00991684054854884
10856,"předvařovat",1,0.00991684054854884
10857,"odzátkovat",1,0.00991684054854884
10858,"nahltat",1,0.00991684054854884
10859,"presumovat",1,0.00991684054854884
10860,"napáskovat",1,0.00991684054854884
10861,"skarifikovat",1,0.00991684054854884
10862,"rozběhávat",1,0.00991684054854884
10863,"judaizovat",1,0.00991684054854884
10864,"zanotovat",1,0.00991684054854884
10865,"marnit",1,0.00991684054854884
10866,"dřevěnět",1,0.00991684054854884
10867,"zdigitalizovat",1,0.00991684054854884
10868,"proklovat",1,0.00991684054854884
10869,"zasténat",1,0.00991684054854884
10870,"vyhákovat",1,0.00991684054854884
10871,"uvězňovat",1,0.00991684054854884
10872,"nažehlovat",1,0.00991684054854884
10873,"zaláskovávat",1,0.00991684054854884
10874,"zbloudit",1,0.00991684054854884
10875,"zadministrovat",1,0.00991684054854884
10876,"odepírat",1,0.00991684054854884
10877,"překalkulovat",1,0.00991684054854884
