"","lemma","transitive_rank","transitive_frequency","transitive_ipm","reflexive_rank","reflexive_frequency","reflexive_ipm","total_rank","total_frequency","total_ipm","refexivity"
"4279","pršet",2144,186,1.84453234203009,7220,3,0.0297505216456465,857,2673,26.5077147862711,0.00112233445566779
"4280","prubnout",10883,3,0.0297505216456465,11313,1,0.00991684054854884,10821,14,0.138835767679684,0.0714285714285714
"4281","prudit",8023,9,0.0892515649369396,6515,4,0.0396673621941954,6667,78,0.77351356278681,0.0512820512820513
"4282","pružit",9814,4,0.0396673621941954,10680,1,0.00991684054854884,8222,40,0.396673621941954,0.025
"4283","prýštit",4529,43,0.4264241435876,7735,2,0.0198336810970977,3877,272,2.69738062920529,0.00735294117647059
"4284","prznit",5428,28,0.277671535359368,9798,1,0.00991684054854884,7939,46,0.456174665233247,0.0217391304347826
"4285","přát",234,2547,25.2581928771539,3466,23,0.228087332616623,129,15616,154.861382006139,0.00147284836065574
"4286","přátelit",6678,16,0.158669448776782,728,414,4.10557198709922,3021,432,4.2840751169731,0.958333333333333
"4287","přebagrovávat",12797,1,0.00991684054854884,8839,1,0.00991684054854884,17397,1,0.00991684054854884,1
"4288","přebalit",6033,21,0.208253651519526,10576,1,0.00991684054854884,7115,65,0.644594635655675,0.0153846153846154
"4289","přebalovat",6585,16,0.158669448776782,10356,1,0.00991684054854884,6649,78,0.77351356278681,0.0128205128205128
"4290","přebarvit",5451,27,0.267754694810819,5194,7,0.0694178838398419,7739,50,0.495842027427442,0.14
"4291","přebarvovat",11934,2,0.0198336810970977,6681,3,0.0297505216456465,11549,10,0.0991684054854885,0.3
"4292","přeběhnout",1516,322,3.19322265663273,5834,5,0.0495842027427442,2032,817,8.10205872816441,0.00611995104039168
"4293","přebelhat",14879,1,0.00991684054854884,7401,3,0.0297505216456465,13989,4,0.0396673621941954,0.75
"4294","přebíhat",3729,64,0.634677795107126,8010,2,0.0198336810970977,4169,237,2.35029121000608,0.00843881856540084
"4295","přebíjet",4030,55,0.545426230170186,4370,12,0.119002086582586,5965,106,1.05118509814618,0.113207547169811
"4296","přebírat",577,1086,10.769688835724,2904,35,0.34708941919921,1295,1559,15.4603544151876,0.0224502886465683
"4297","přebít",2397,154,1.52719344447652,7668,2,0.0198336810970977,4255,227,2.25112280452059,0.00881057268722467
"4298","přebrat",1649,284,2.81638271578787,6587,4,0.0396673621941954,2605,552,5.47409598279896,0.0072463768115942
"4299","přebrnknout",15134,1,0.00991684054854884,11475,1,0.00991684054854884,16432,2,0.0198336810970977,0.5
"4300","přebrodit",4203,50,0.495842027427442,2789,39,0.386756781393405,5736,118,1.17018718472876,0.330508474576271
"4301","přebrousit",5078,33,0.327255738102112,5467,6,0.0595010432912931,6696,77,0.763596722238261,0.0779220779220779
"4302","přebudovat",3449,75,0.743763041141163,4840,9,0.0892515649369396,4887,171,1.69577973380185,0.0526315789473684
"4303","přebudovávat",8026,9,0.0892515649369396,6137,4,0.0396673621941954,10205,17,0.16858628932533,0.235294117647059
"4304","přebývat",5280,30,0.297505216456465,11034,1,0.00991684054854884,2522,581,5.76168435870688,0.00172117039586919
"4305","přecedit",4186,51,0.505758867975991,5805,5,0.0495842027427442,4998,163,1.61644500941346,0.0306748466257669
"4306","přecenit",2980,101,1.00160089540343,4479,11,0.109085246034037,5333,140,1.38835767679684,0.0785714285714286
"4307","přeceňovat",1959,214,2.12220387738945,2112,70,0.694178838398419,2998,437,4.33365931971584,0.160183066361556
"4308","přecpat",12366,2,0.0198336810970977,4001,15,0.148752608228233,7877,47,0.466091505781796,0.319148936170213
"4309","přecpávat",9920,4,0.0396673621941954,4448,12,0.119002086582586,9984,19,0.188419970422428,0.631578947368421
"4310","přečerpat",6134,20,0.198336810970977,5426,6,0.0595010432912931,7884,47,0.466091505781796,0.127659574468085
"4311","přečerpávat",7194,12,0.119002086582586,4458,11,0.109085246034037,8536,35,0.34708941919921,0.314285714285714
"4312","přečesat",13009,1,0.00991684054854884,10119,1,0.00991684054854884,13992,4,0.0396673621941954,0.25
"4313","přečíslovat",10163,4,0.0396673621941954,9034,1,0.00991684054854884,11183,12,0.119002086582586,0.0833333333333333
"4314","přečísnout",15229,1,0.00991684054854884,9048,1,0.00991684054854884,14748,3,0.0297505216456465,0.333333333333333
"4315","přečíst",138,3664,36.335303769883,3047,32,0.317338897553563,318,7717,76.5282585131514,0.00414668912789944
"4316","přečistit",9823,4,0.0396673621941954,9207,1,0.00991684054854884,11149,12,0.119002086582586,0.0833333333333333
"4317","přečkat",1190,442,4.38324352245859,7422,3,0.0297505216456465,2488,594,5.89060328583801,0.00505050505050505
"4318","přečuhovat",14547,1,0.00991684054854884,10451,1,0.00991684054854884,12207,8,0.0793347243883908,0.125
"4319","předat",197,2935,29.1059270099909,2314,59,0.585093592364382,456,5603,55.5640575935192,0.0105300731750848
"4320","předávat",505,1270,12.594387496657,962,284,2.81638271578787,962,2326,23.0665711159246,0.122098022355976
"4321","předávkovat",9954,4,0.0396673621941954,2030,75,0.743763041141163,6486,84,0.833014606078103,0.892857142857143
"4322","předávkovávat",14270,1,0.00991684054854884,9975,1,0.00991684054854884,16297,2,0.0198336810970977,0.5
"4323","předběhnout",1503,326,3.23289001882692,5794,5,0.0495842027427442,2123,765,7.58638301963987,0.0065359477124183
"4324","předbíhat",3457,75,0.743763041141163,2974,33,0.327255738102112,3475,333,3.30230790266677,0.0990990990990991
"4325","předčit",1097,496,4.91875291208023,7649,2,0.0198336810970977,2034,816,8.09214188761586,0.00245098039215686
"4326","předčítat",1703,269,2.66763010755964,3340,25,0.247921013713721,2221,711,7.05087363001823,0.0351617440225035
"4327","předehrávat",7565,11,0.109085246034037,7367,3,0.0297505216456465,10257,17,0.16858628932533,0.176470588235294
"4328","předehřát",2177,183,1.81478182038444,5837,5,0.0495842027427442,4410,210,2.08253651519526,0.0238095238095238
"4329","předejít",2178,182,1.80486497983589,1362,164,1.62636184996201,1411,1384,13.7249073191916,0.11849710982659
"4330","předělat",2320,164,1.62636184996201,3612,20,0.198336810970977,3221,379,3.75848256790001,0.0527704485488127
"4331","předělávat",3371,80,0.793347243883908,2830,38,0.376839940844856,4742,182,1.80486497983589,0.208791208791209
"4332","předělit",8077,9,0.0892515649369396,8776,1,0.00991684054854884,10444,16,0.158669448776782,0.0625
"4333","předepisovat",1878,229,2.27095648561769,2960,34,0.337172578650661,2877,469,4.65099821726941,0.0724946695095949
"4334","předepnout",10360,3,0.0297505216456465,9225,1,0.00991684054854884,9596,22,0.218170492068075,0.0454545454545455
"4335","předepsat",1712,267,2.64779642646254,5765,5,0.0495842027427442,2434,619,6.13852429955173,0.00807754442649435
"4336","předestírat",5866,22,0.218170492068075,9567,1,0.00991684054854884,8688,33,0.327255738102112,0.0303030303030303
"4337","předestřít",3559,71,0.704095678946968,6834,3,0.0297505216456465,5315,141,1.39827451734539,0.0212765957446809
"4338","předhánět",6114,20,0.198336810970977,851,339,3.36180894595806,3298,366,3.62956364076888,0.926229508196721
"4339","předhazovat",4440,45,0.446257824684698,4289,13,0.128918927131135,4821,175,1.73544709599605,0.0742857142857143
"4340","předhodit",3859,60,0.595010432912931,6535,4,0.0396673621941954,4501,201,1.99328495025832,0.0199004975124378
"4341","předcházet",716,857,8.49873235010636,2387,55,0.545426230170186,904,2509,24.8813529363091,0.0219210840972499
"4342","předisponovat",9665,5,0.0495842027427442,7070,3,0.0297505216456465,11053,13,0.128918927131135,0.230769230769231
"4343","předjednat",7599,10,0.0991684054854885,8220,2,0.0198336810970977,8957,29,0.287588375907917,0.0689655172413793
"4344","předjet",2534,139,1.37844083624829,11439,1,0.00991684054854884,3383,350,3.4708941919921,0.00285714285714286
"4345","předjímat",2269,172,1.7056965743504,5761,5,0.0495842027427442,3430,341,3.38164262705516,0.0146627565982405
"4346","předjíždět",3503,73,0.723929360044066,3680,19,0.188419970422428,4173,237,2.35029121000608,0.080168776371308
"4347","předkládat",758,795,7.88388823609633,1900,87,0.862765127723749,1376,1437,14.2504998682647,0.0605427974947808
"4348","předklánět",9672,5,0.0495842027427442,1936,83,0.823097765529554,6275,92,0.912349330466494,0.902173913043478
"4349","předklonit",8015,9,0.0892515649369396,532,650,6.44594635655675,2273,687,6.81286945685306,0.946142649199418
"4350","předložit",343,1866,18.5048244635921,3263,27,0.267754694810819,763,3061,30.355448919108,0.00882064684743548
"4351","přednastavit",7836,9,0.0892515649369396,9076,1,0.00991684054854884,8390,37,0.366923100296307,0.027027027027027
"4352","přednášet",1534,317,3.14363845388998,2680,43,0.4264241435876,1407,1391,13.7943252030314,0.0309130122214234
"4353","přednést",1006,552,5.47409598279896,6552,4,0.0396673621941954,2036,816,8.09214188761586,0.00490196078431373
"4354","předpéci",9168,5,0.0495842027427442,11104,1,0.00991684054854884,10498,15,0.148752608228233,0.0666666666666667
"4355","předplácet",8038,9,0.0892515649369396,9078,1,0.00991684054854884,9694,22,0.218170492068075,0.0454545454545455
"4356","předplatit",3734,64,0.634677795107126,10152,1,0.00991684054854884,5637,123,1.21977138747151,0.00813008130081301
"4357","předpokládat",370,1707,16.9280468163729,248,1692,16.7792942081446,198,11947,118.476494033513,0.141625512681008
"4358","předpovědět",1395,361,3.57997943802613,6095,5,0.0495842027427442,1882,918,9.10365962356784,0.00544662309368192
"4359","předpovídat",1142,466,4.62124769562376,3374,25,0.247921013713721,1758,1015,10.0655931567771,0.0246305418719212
"4360","předpřeložit",12156,2,0.0198336810970977,10391,1,0.00991684054854884,15430,3,0.0297505216456465,0.333333333333333
"4361","předražovat",7515,11,0.109085246034037,7838,2,0.0198336810970977,10449,16,0.158669448776782,0.125
"4362","předřazovat",9972,4,0.0396673621941954,10719,1,0.00991684054854884,12807,6,0.0595010432912931,0.166666666666667
"4363","předřít",13997,1,0.00991684054854884,3590,21,0.208253651519526,9555,23,0.228087332616623,0.91304347826087
"4364","předsedat",6560,17,0.16858628932533,9926,1,0.00991684054854884,3426,341,3.38164262705516,0.00293255131964809
"4365","předskakovat",11242,2,0.0198336810970977,9361,1,0.00991684054854884,9818,20,0.198336810970977,0.05
"4366","předsouvat",12898,1,0.00991684054854884,9471,1,0.00991684054854884,15884,2,0.0198336810970977,0.5
"4367","představit",52,7707,76.4290901076659,110,3671,36.4047216537228,76,23959,237.597582702682,0.153220084310697
"4368","představovat",16,15670,155.39689139576,745,400,3.96673621941954,67,25808,255.933820876949,0.0154990700557967
"4369","předstihovat",6119,20,0.198336810970977,5862,5,0.0495842027427442,8409,37,0.366923100296307,0.135135135135135
"4370","předstírat",729,839,8.32022922023248,3059,31,0.307422057005014,683,3537,35.0758650202173,0.00876448968052022
"4371","předstoupit",7304,12,0.119002086582586,7116,3,0.0297505216456465,3401,346,3.4312268297979,0.00867052023121387
"4372","předsunout",6892,14,0.138835767679684,11155,1,0.00991684054854884,9416,24,0.238004173165172,0.0416666666666667
"4373","předtáčet",10594,3,0.0297505216456465,5850,5,0.0495842027427442,11140,12,0.119002086582586,0.416666666666667
"4374","předurčit",3034,98,0.971850373757787,10110,1,0.00991684054854884,2849,476,4.72041610110925,0.00210084033613445
"4375","předurčovat",2695,122,1.20985454692296,8276,2,0.0198336810970977,3692,297,2.94530164291901,0.00673400673400673
"4376","předvádět",502,1277,12.6638053804969,701,445,4.41299404410424,842,2718,26.9539726109558,0.163723325974982
"4377","předvařit",9958,4,0.0396673621941954,10503,1,0.00991684054854884,10456,16,0.158669448776782,0.0625
"4378","předvařovat",14531,1,0.00991684054854884,10856,1,0.00991684054854884,16051,2,0.0198336810970977,0.5
"4379","předvést",261,2367,23.4731615784151,614,526,5.21625812853669,509,4885,48.4437660796611,0.107676560900716
"4380","předvídat",1225,429,4.25432459532745,3588,21,0.208253651519526,1615,1142,11.3250319064428,0.0183887915936953
"4381","předvolat",4008,56,0.555343070718735,7315,3,0.0297505216456465,3441,337,3.34197526486096,0.00890207715133531
"4382","předvolávat",7445,11,0.109085246034037,10489,1,0.00991684054854884,8417,37,0.366923100296307,0.027027027027027
"4383","předvrtat",8393,7,0.0694178838398419,7447,2,0.0198336810970977,10673,14,0.138835767679684,0.142857142857143
"4384","předvyplnit",13106,1,0.00991684054854884,7522,2,0.0198336810970977,12062,8,0.0793347243883908,0.25
"4385","předzásobit",10338,3,0.0297505216456465,3199,28,0.277671535359368,8244,40,0.396673621941954,0.7
"4386","přefiknout",7209,12,0.119002086582586,6522,4,0.0396673621941954,7280,61,0.60492727346148,0.0655737704918033
"4387","přefiltrovat",4082,53,0.525592549073089,4681,10,0.0991684054854885,6153,97,0.961933533209238,0.103092783505155
"4388","přeformátovat",11867,2,0.0198336810970977,6660,3,0.0297505216456465,14255,4,0.0396673621941954,0.75
"4389","přeformovat",10302,4,0.0396673621941954,9423,1,0.00991684054854884,13569,5,0.0495842027427442,0.2
"4390","přefouknout",13721,1,0.00991684054854884,10094,1,0.00991684054854884,14896,3,0.0297505216456465,0.333333333333333
"4391","přehánět",3147,92,0.912349330466494,2313,59,0.585093592364382,1569,1195,11.8506244555159,0.0493723849372385
"4392","přeházet",6266,19,0.188419970422428,5919,5,0.0495842027427442,8379,38,0.376839940844856,0.131578947368421
"4393","přehazovat",2168,184,1.82469866093299,3960,16,0.158669448776782,3891,269,2.66763010755964,0.0594795539033457
"4394","přehlásit",9353,5,0.0495842027427442,8007,2,0.0198336810970977,11969,9,0.0892515649369396,0.222222222222222
"4395","přehlavičkovávat",12613,1,0.00991684054854884,8722,1,0.00991684054854884,15560,2,0.0198336810970977,0.5
"4396","přehlédnout",853,681,6.75336841356176,2690,43,0.4264241435876,1269,1601,15.8768617182267,0.0268582136164897
"4397","přehlížet",1417,355,3.52047839473484,2885,36,0.357006259747758,2068,796,7.89380507664488,0.0452261306532663
"4398","přehltit",12017,2,0.0198336810970977,11256,1,0.00991684054854884,11556,10,0.0991684054854885,0.1
"4399","přehlušit",1323,380,3.76839940844856,11300,1,0.00991684054854884,2654,535,5.30550969347363,0.00186915887850467
"4400","přehlušovat",3209,88,0.872681968272298,8229,2,0.0198336810970977,5606,125,1.23960506856861,0.016
"4401","přehmátnout",13760,1,0.00991684054854884,4856,9,0.0892515649369396,9874,20,0.198336810970977,0.45
"4402","přehnat",2953,104,1.03135141704908,779,377,3.73864888680291,1776,997,9.8870900269032,0.378134403209629
"4403","přehnout",4239,49,0.485925186878893,4802,9,0.0892515649369396,5686,120,1.19002086582586,0.075
"4404","přehodit",674,913,9.05407542082509,3895,17,0.16858628932533,1401,1396,13.8439094057742,0.0121776504297994
"4405","přehodnocovat",4379,46,0.456174665233247,4797,9,0.0892515649369396,6014,103,1.02143457650053,0.087378640776699
"4406","přehodnotit",1272,403,3.99648674106518,5213,7,0.0694178838398419,2699,516,5.1170897230512,0.0135658914728682
"4407","přehoupnout",5583,26,0.25783785426227,904,309,3.06430372950159,3476,333,3.30230790266677,0.927927927927928
"4408","přehrabat",9806,4,0.0396673621941954,9736,1,0.00991684054854884,12702,7,0.0694178838398419,0.142857142857143
"4409","přehrabávat",9846,4,0.0396673621941954,4487,11,0.109085246034037,10223,17,0.16858628932533,0.647058823529412
"4410","přehrábnout",9774,4,0.0396673621941954,10834,1,0.00991684054854884,14043,4,0.0396673621941954,0.25
"4411","přehrabovat",4713,39,0.386756781393405,936,295,2.92546796182191,3439,338,3.35189210540951,0.872781065088757
"4412","přehradit",4178,51,0.505758867975991,9778,1,0.00991684054854884,7268,61,0.60492727346148,0.0163934426229508
"4413","přehrát",1157,460,4.56174665233247,3165,29,0.287588375907917,1846,947,9.39124799947576,0.030623020063358
"4414","přehrávat",1036,534,5.29559285292508,2524,49,0.485925186878893,1738,1036,10.2738468082966,0.0472972972972973
"4415","přehrnout",7705,10,0.0991684054854885,5580,6,0.0595010432912931,9474,24,0.238004173165172,0.25
"4416","přehrnovat",10162,4,0.0396673621941954,10273,1,0.00991684054854884,13082,6,0.0595010432912931,0.166666666666667
"4417","přehřát",8072,9,0.0892515649369396,2582,47,0.466091505781796,7192,63,0.624760954558577,0.746031746031746
"4418","přehřívat",7840,9,0.0892515649369396,1863,90,0.892515649369396,6056,101,1.00160089540343,0.891089108910891
"4419","přehupovat",13548,1,0.00991684054854884,4886,9,0.0892515649369396,12018,9,0.0892515649369396,1
"4420","přehustit",14332,1,0.00991684054854884,8783,1,0.00991684054854884,13814,4,0.0396673621941954,0.25
"4421","přehýbat",11496,2,0.0198336810970977,11478,1,0.00991684054854884,12660,7,0.0694178838398419,0.142857142857143
"4422","přecházet",909,627,6.21785902394013,2102,71,0.704095678946968,612,4045,40.1136200188801,0.0175525339925834
"4423","přechovávat",3221,87,0.862765127723749,4710,10,0.0991684054854885,5081,157,1.55694396612217,0.0636942675159236
"4424","přechválit",10181,4,0.0396673621941954,8993,1,0.00991684054854884,11481,11,0.109085246034037,0.0909090909090909
"4425","přechýlit",9042,6,0.0595010432912931,5895,5,0.0495842027427442,10962,13,0.128918927131135,0.384615384615385
"4426","přechylovat",9046,6,0.0595010432912931,6309,4,0.0396673621941954,10488,16,0.158669448776782,0.25
"4427","přejet",579,1085,10.7597719951755,3911,16,0.158669448776782,717,3298,32.7057401291141,0.00485142510612492
"4428","přejídat",12416,2,0.0198336810970977,1715,106,1.05118509814618,5773,116,1.15035350363167,0.913793103448276
"4429","přejímat",2130,187,1.85444918257863,4558,11,0.109085246034037,3569,318,3.15355529443853,0.0345911949685535
"4430","přejíst",8336,8,0.0793347243883908,1652,115,1.14043666308312,5621,124,1.22968822802006,0.92741935483871
"4431","přejít",385,1621,16.0751985291977,1756,100,0.991684054854885,263,9521,94.4182388627335,0.0105030984140321
"4432","přejíždět",1615,294,2.91555112127336,4711,10,0.0991684054854885,1605,1147,11.3746161091855,0.00871839581517001
"4433","přejmenovat",2380,156,1.54702712557362,1461,146,1.44785872008813,2424,622,6.16827482119738,0.234726688102894
"4434","přejmenovávat",7412,11,0.109085246034037,4842,9,0.0892515649369396,8723,33,0.327255738102112,0.272727272727273
"4435","přejmout",2718,121,1.19993770637441,10397,1,0.00991684054854884,4464,204,2.02303547190396,0.00490196078431373
"4436","překalibrovat",11470,2,0.0198336810970977,7969,2,0.0198336810970977,12963,6,0.0595010432912931,0.333333333333333
"4437","překapávat",10747,3,0.0297505216456465,9259,1,0.00991684054854884,11480,11,0.109085246034037,0.0909090909090909
"4438","překazit",1890,227,2.25112280452059,8258,2,0.0198336810970977,3567,318,3.15355529443853,0.00628930817610063
"4439","překážet",5265,30,0.297505216456465,8410,2,0.0198336810970977,1777,994,9.85733950525755,0.00201207243460765
"4440","překládat",1353,372,3.68906468406017,1401,156,1.54702712557362,1666,1098,10.8886909223066,0.14207650273224
"4441","překlánět",14691,1,0.00991684054854884,7214,3,0.0297505216456465,13999,4,0.0396673621941954,0.75
"4442","překlápět",8118,8,0.0793347243883908,3282,26,0.25783785426227,7918,46,0.456174665233247,0.565217391304348
"4443","překlenout",2057,198,1.96353442861267,4270,13,0.128918927131135,3863,274,2.71721431030238,0.0474452554744526
"4444","překlenovat",5228,31,0.307422057005014,8121,2,0.0198336810970977,8146,41,0.406590462490503,0.0487804878048781
"4445","překlopit",3980,56,0.555343070718735,2098,71,0.704095678946968,4851,173,1.71561341489895,0.410404624277457
"4446","překódovat",9093,6,0.0595010432912931,7518,2,0.0198336810970977,10870,13,0.128918927131135,0.153846153846154
"4447","překonat",142,3528,34.9866134552803,1913,85,0.842931446626652,469,5423,53.7790262947804,0.0156739811912226
"4448","překonávat",733,832,8.25081133639264,1910,86,0.852848287175201,1502,1269,12.5844706561085,0.0677698975571316
"4449","překonfigurovat",11703,2,0.0198336810970977,10428,1,0.00991684054854884,14428,4,0.0396673621941954,0.25
"4450","překontrolovat",3021,99,0.981767214306336,7171,3,0.0297505216456465,4991,163,1.61644500941346,0.0184049079754601
"4451","překonvertovat",11850,2,0.0198336810970977,8859,1,0.00991684054854884,13812,4,0.0396673621941954,0.25
"4452","překopat",4508,44,0.436340984136149,5787,5,0.0495842027427442,7358,58,0.575176751815833,0.0862068965517241
"4453","překopávat",8575,7,0.0694178838398419,7591,2,0.0198336810970977,10840,14,0.138835767679684,0.142857142857143
"4454","překopírovat",6239,19,0.188419970422428,4422,12,0.119002086582586,7889,47,0.466091505781796,0.25531914893617
"4455","překotit",7348,12,0.119002086582586,2321,59,0.585093592364382,6458,85,0.842931446626652,0.694117647058824
"4456","překouřit",13970,1,0.00991684054854884,7887,2,0.0198336810970977,15139,3,0.0297505216456465,0.666666666666667
"4457","překousnout",3489,74,0.733846200592615,7524,2,0.0198336810970977,5049,159,1.57677764721927,0.0125786163522013
"4458","překovávat",13037,1,0.00991684054854884,8793,1,0.00991684054854884,13765,4,0.0396673621941954,0.25
"4459","překračovat",711,859,8.51856603120346,3653,20,0.198336810970977,1552,1211,12.0092939042927,0.0165152766308836
"4460","překreslit",4470,44,0.436340984136149,5559,6,0.0595010432912931,6448,85,0.842931446626652,0.0705882352941176
"4461","překreslovat",5910,22,0.218170492068075,4960,8,0.0793347243883908,8164,41,0.406590462490503,0.195121951219512
"4462","překročit",254,2429,24.0880056924251,2939,34,0.337172578650661,733,3219,31.9223097257787,0.0105622864243554
"4463","překroutit",5106,33,0.327255738102112,5585,6,0.0595010432912931,6257,92,0.912349330466494,0.0652173913043478
"4464","překrucovat",4943,35,0.34708941919921,5284,7,0.0694178838398419,6496,83,0.823097765529554,0.0843373493975904
"4465","překrvit",12320,2,0.0198336810970977,6186,4,0.0396673621941954,12739,7,0.0694178838398419,0.571428571428571
"4466","překrýt",1504,326,3.23289001882692,2683,43,0.4264241435876,2272,687,6.81286945685306,0.0625909752547307
"4467","překrývat",1922,220,2.18170492068075,699,445,4.41299404410424,2114,772,7.65580090347971,0.576424870466321
"4468","překřičet",3321,82,0.813180924981005,8476,2,0.0198336810970977,5341,140,1.38835767679684,0.0142857142857143
"4469","překřikovat",4373,46,0.456174665233247,1983,79,0.783430403335359,5154,152,1.50735976337942,0.519736842105263
"4470","překřížit",3048,97,0.961933533209238,5008,8,0.0793347243883908,5532,130,1.28918927131135,0.0615384615384615
"4471","překřižovat",12973,1,0.00991684054854884,11491,1,0.00991684054854884,16322,2,0.0198336810970977,0.5
"4472","překřtít",4809,38,0.376839940844856,8674,1,0.00991684054854884,5570,127,1.2594387496657,0.0078740157480315
"4473","překulit",7377,12,0.119002086582586,1107,228,2.26103964506914,3967,260,2.5783785426227,0.876923076923077
"4474","překvalifikovat",6025,21,0.208253651519526,7910,2,0.0198336810970977,8057,43,0.4264241435876,0.0465116279069767
"4475","překvapit",435,1444,14.3199177521045,1702,108,1.07101877924328,277,8878,88.0417103900166,0.0121649020049561
"4476","překvapovat",2672,124,1.22968822802006,4339,12,0.119002086582586,1427,1363,13.5166536676721,0.00880410858400587
"4477","překyselovat",12472,2,0.0198336810970977,9266,1,0.00991684054854884,12904,6,0.0595010432912931,0.166666666666667
"4478","přeladit",5798,23,0.228087332616623,4527,11,0.109085246034037,6504,83,0.823097765529554,0.132530120481928
"4479","přelaďovat",8955,6,0.0595010432912931,9729,1,0.00991684054854884,12313,8,0.0793347243883908,0.125
"4480","přelakovat",6764,15,0.148752608228233,9673,1,0.00991684054854884,7734,50,0.495842027427442,0.02
"4481","přelámat",10274,4,0.0396673621941954,7853,2,0.0198336810970977,11507,11,0.109085246034037,0.181818181818182
"4482","přelepit",3812,61,0.60492727346148,7230,3,0.0297505216456465,5790,115,1.14043666308312,0.0260869565217391
"4483","přelepovat",8167,8,0.0793347243883908,8285,2,0.0198336810970977,10140,18,0.178503129873879,0.111111111111111
"4484","přeletět",1971,212,2.10237019629236,6720,3,0.0297505216456465,2979,441,4.37332668191004,0.00680272108843537
"4485","přelévat",3615,69,0.68426199784987,1006,263,2.60812906426835,3300,365,3.61964680022033,0.720547945205479
"4486","přelézat",3616,69,0.68426199784987,7951,2,0.0198336810970977,5774,116,1.15035350363167,0.0172413793103448
"4487","přelézt",2077,195,1.93378390696702,8012,2,0.0198336810970977,3106,409,4.05598778435648,0.00488997555012225
"4488","přelidnit",13662,1,0.00991684054854884,8604,2,0.0198336810970977,10253,17,0.16858628932533,0.117647058823529
"4489","přelít",2227,177,1.75528077709315,1231,196,1.94370074751557,2428,621,6.15835798064883,0.315619967793881
"4490","přelítnout",7408,11,0.109085246034037,8994,1,0.00991684054854884,8437,37,0.366923100296307,0.027027027027027
"4491","přelívat",14374,1,0.00991684054854884,5535,6,0.0595010432912931,12011,9,0.0892515649369396,0.666666666666667
"4492","přelomit",6600,16,0.158669448776782,3805,18,0.178503129873879,7894,46,0.456174665233247,0.391304347826087
"4493","přeložit",857,679,6.73353473246467,2877,36,0.357006259747758,861,2653,26.3093779753001,0.0135695439125518
"4494","přelstít",3367,80,0.793347243883908,7130,3,0.0297505216456465,5284,143,1.41810819844248,0.020979020979021
"4495","přemáhat",2312,165,1.63627869051056,1498,140,1.38835767679684,3160,394,3.90723517612824,0.355329949238579
"4496","přemalovat",4927,35,0.34708941919921,6982,3,0.0297505216456465,6700,76,0.753679881689712,0.0394736842105263
"4497","přemalovávat",7214,12,0.119002086582586,11122,1,0.00991684054854884,9299,26,0.25783785426227,0.0384615384615385
"4498","přemazat",9848,4,0.0396673621941954,9121,1,0.00991684054854884,11919,9,0.0892515649369396,0.111111111111111
"4499","přemejšlet",5499,27,0.267754694810819,5641,6,0.0595010432912931,3468,334,3.31222474321531,0.0179640718562874
"4500","přeměnit",1509,324,3.21305633772983,780,377,3.73864888680291,1694,1068,10.5911857058502,0.352996254681648
"4501","přeměňovat",3289,84,0.833014606078103,1784,98,0.971850373757787,3901,268,2.65771326701109,0.365671641791045
"4502","přeměřit",3579,71,0.704095678946968,10972,1,0.00991684054854884,4561,196,1.94370074751557,0.00510204081632653
"4503","přeměřovat",5353,29,0.287588375907917,5775,5,0.0495842027427442,7275,61,0.60492727346148,0.0819672131147541
"4504","přemílat",5483,27,0.267754694810819,6001,5,0.0495842027427442,7487,55,0.545426230170186,0.0909090909090909
"4505","přemístit",1768,255,2.52879433987996,853,339,3.36180894595806,1748,1027,10.1845952433597,0.330087633885102
"4506","přemisťovat",3718,65,0.644594635655675,1780,98,0.971850373757787,4237,229,2.27095648561769,0.427947598253275
"4507","přemísťovat",4876,36,0.357006259747758,2317,59,0.585093592364382,5453,134,1.32885663350555,0.440298507462687
"4508","přemítat",3945,57,0.565259911267284,5839,5,0.0495842027427442,1378,1434,14.220749346619,0.00348675034867503
"4509","přemlouvat",2504,143,1.41810819844248,3186,29,0.287588375907917,2248,697,6.91203786233855,0.0416068866571019
"4510","přemluvit",1729,265,2.62796274536544,2272,62,0.614844114010028,1896,906,8.98465753698525,0.0684326710816777
"4511","přemnožit",10777,3,0.0297505216456465,2253,62,0.614844114010028,7003,68,0.674345157301321,0.911764705882353
"4512","přemoci",1059,519,5.14684024469685,1717,106,1.05118509814618,1566,1198,11.8803749771615,0.0884808013355593
"4513","přemodelovat",8707,7,0.0694178838398419,7704,2,0.0198336810970977,11438,11,0.109085246034037,0.181818181818182
"4514","přemokřit",12652,1,0.00991684054854884,10548,1,0.00991684054854884,13183,5,0.0495842027427442,0.2
"4515","přemostit",5230,31,0.307422057005014,7515,2,0.0198336810970977,7286,61,0.60492727346148,0.0327868852459016
"4516","přemosťovat",5539,26,0.25783785426227,8935,1,0.00991684054854884,7986,44,0.436340984136149,0.0227272727272727
"4517","přemýšlet",872,664,6.58478212423643,1654,115,1.14043666308312,197,12024,119.240090755751,0.00956420492348636
"4518","přenastavit",6814,15,0.148752608228233,7818,2,0.0198336810970977,9140,27,0.267754694810819,0.0740740740740741
"4519","přenášet",552,1148,11.3845329497341,486,745,7.38804620866889,840,2721,26.9837231326014,0.273796398382947
"4520","přendat",3397,78,0.77351356278681,7350,3,0.0297505216456465,4696,185,1.83461550148154,0.0162162162162162
