"","lemma","transitive_rank","transitive_frequency","transitive_ipm","reflexive_rank","reflexive_frequency","reflexive_ipm","total_rank","total_frequency","total_ipm","refexivity"
"7920","vypíchat",8687,7,0.0694178838398419,10223,1,0.00991684054854884,11153,12,0.119002086582586,0.0833333333333333
"7921","vypíchnout",2822,113,1.12060298198602,5947,5,0.0495842027427442,4664,187,1.85444918257863,0.0267379679144385
"7922","vypichovat",6685,16,0.158669448776782,7607,2,0.0198336810970977,9284,26,0.25783785426227,0.0769230769230769
"7923","vypínat",1727,265,2.62796274536544,958,285,2.82629955633642,2165,742,7.35829568702324,0.384097035040431
"7924","vypiplávat",12251,2,0.0198336810970977,8889,1,0.00991684054854884,12113,8,0.0793347243883908,0.125
"7925","vypírat",10238,4,0.0396673621941954,10367,1,0.00991684054854884,12957,6,0.0595010432912931,0.166666666666667
"7926","vypisovat",1974,212,2.10237019629236,2464,51,0.505758867975991,3400,347,3.44114367034645,0.146974063400576
"7927","vypít",426,1466,14.5380882441726,2032,75,0.743763041141163,777,3007,29.8199395294864,0.0249418024609245
"7928","vyplácat",8325,8,0.0793347243883908,7897,2,0.0198336810970977,10309,17,0.16858628932533,0.117647058823529
"7929","vyplácet",1308,388,3.84773413283695,560,610,6.04927273461479,1461,1322,13.1100632051816,0.46142208774584
"7930","vypláchnout",2667,125,1.23960506856861,5440,6,0.0595010432912931,4386,213,2.1122870368409,0.028169014084507
"7931","vyplachovat",4850,37,0.366923100296307,7921,2,0.0198336810970977,7071,66,0.654511476204224,0.0303030303030303
"7932","vyplakat",5438,28,0.277671535359368,1960,81,0.803264084432456,4993,163,1.61644500941346,0.496932515337423
"7933","vyplakávat",11993,2,0.0198336810970977,11499,1,0.00991684054854884,13110,6,0.0595010432912931,0.166666666666667
"7934","vyplašit",2991,101,1.00160089540343,4441,12,0.119002086582586,4105,243,2.40979225329737,0.0493827160493827
"7935","vyplatit",885,654,6.48561371875094,118,3464,34.3519356601732,516,4792,47.5214999086461,0.722871452420701
"7936","vyplavat",5485,27,0.267754694810819,8615,2,0.0198336810970977,3771,284,2.81638271578787,0.00704225352112676
"7937","vyplavit",2708,122,1.20985454692296,2644,44,0.436340984136149,4168,237,2.35029121000608,0.185654008438819
"7938","vyplavovat",4610,42,0.416507303039051,2453,52,0.51567570852454,5442,134,1.32885663350555,0.388059701492537
"7939","vyplazit",12315,2,0.0198336810970977,3363,25,0.247921013713721,9073,28,0.277671535359368,0.892857142857143
"7940","vypláznout",2400,154,1.52719344447652,10493,1,0.00991684054854884,4680,186,1.84453234203009,0.00537634408602151
"7941","vyplazovat",3742,64,0.634677795107126,6395,4,0.0396673621941954,6720,76,0.753679881689712,0.0526315789473684
"7942","vyplenit",3010,100,0.991684054854885,9652,1,0.00991684054854884,5014,161,1.59661132831636,0.0062111801242236
"7943","vyplést",7940,9,0.0892515649369396,6421,4,0.0396673621941954,8833,31,0.307422057005014,0.129032258064516
"7944","vyplétat",8767,6,0.0595010432912931,6907,3,0.0297505216456465,10036,19,0.188419970422428,0.157894736842105
"7945","vyplísnit",7889,9,0.0892515649369396,6031,5,0.0495842027427442,8043,43,0.4264241435876,0.116279069767442
"7946","vyplít",6535,17,0.16858628932533,11446,1,0.00991684054854884,8866,31,0.307422057005014,0.032258064516129
"7947","vyplivnout",1876,230,2.28087332616623,10892,1,0.00991684054854884,2940,452,4.48241192794408,0.00221238938053097
"7948","vyplížit",9510,5,0.0495842027427442,1681,111,1.10076930088892,5671,121,1.19993770637441,0.917355371900826
"7949","vyplnit",467,1363,13.5166536676721,760,388,3.84773413283695,879,2583,25.6151991369017,0.150212930700736
"7950","vyplňovat",782,768,7.61613354128551,1848,93,0.922266171015043,1630,1130,11.2060298198602,0.0823008849557522
"7951","vyplout",4224,50,0.495842027427442,6040,5,0.0495842027427442,2313,672,6.66411684862482,0.00744047619047619
"7952","vyplouvat",4784,38,0.376839940844856,6390,4,0.0396673621941954,3522,324,3.21305633772983,0.0123456790123457
"7953","vyplýtvat",5301,30,0.297505216456465,4846,9,0.0892515649369396,6638,79,0.783430403335359,0.113924050632911
"7954","vyplývat",2440,149,1.47760924173378,5944,5,0.0495842027427442,441,5805,57.567259384326,0.000861326442721792
"7955","vypnout",367,1724,17.0966331056982,972,279,2.76679851304513,783,2970,29.4530164291901,0.0939393939393939
"7956","vypocovat",11024,3,0.0297505216456465,9201,1,0.00991684054854884,13937,4,0.0396673621941954,0.25
"7957","vypočíst",2102,192,1.90403338532138,2486,51,0.505758867975991,3138,401,3.97665305996809,0.127182044887781
"7958","vypočítat",1034,535,5.30550969347363,2010,77,0.763596722238261,1575,1184,11.7415392094818,0.0650337837837838
"7959","vypočítávat",1933,218,2.16187123958365,1990,79,0.783430403335359,2145,754,7.47729777360583,0.104774535809019
"7960","vypodobnit",8507,7,0.0694178838398419,8547,2,0.0198336810970977,9018,29,0.287588375907917,0.0689655172413793
"7961","vypoklonkovat",7471,11,0.109085246034037,8052,2,0.0198336810970977,8566,35,0.34708941919921,0.0571428571428571
"7962","vypomáhat",7182,13,0.128918927131135,9853,1,0.00991684054854884,3703,295,2.92546796182191,0.00338983050847458
"7963","vypomoci",8658,7,0.0694178838398419,6905,3,0.0297505216456465,3843,276,2.73704799139948,0.0108695652173913
"7964","vyportrétovat",10463,3,0.0297505216456465,9523,1,0.00991684054854884,12999,6,0.0595010432912931,0.166666666666667
"7965","vypořádat",3823,61,0.60492727346148,259,1557,15.4405207340906,1190,1750,17.3544709599605,0.889714285714286
"7966","vypořádávat",7232,12,0.119002086582586,1263,187,1.85444918257863,4425,208,2.06270283409816,0.899038461538462
"7967","vypotácet",10561,3,0.0297505216456465,1479,144,1.42802503899103,5213,148,1.46769240118523,0.972972972972973
"7968","vypotit",4788,38,0.376839940844856,4198,14,0.138835767679684,6449,85,0.842931446626652,0.164705882352941
"7969","vypotřebovat",5700,24,0.238004173165172,6868,3,0.0297505216456465,8252,40,0.396673621941954,0.075
"7970","vypoulit",5066,33,0.327255738102112,5898,5,0.0495842027427442,8114,42,0.416507303039051,0.119047619047619
"7971","vypouštět",1311,387,3.8378172922884,2215,65,0.644594635655675,2146,753,7.46738093305728,0.0863213811420983
"7972","vypovědět",1144,465,4.61133085507521,7366,3,0.0297505216456465,1518,1250,12.3960506856861,0.0024
"7973","vypovídat",1583,302,2.99488584566175,1816,96,0.952016692660689,893,2534,25.1292739500228,0.0378847671665351
"7974","vypozorovat",3500,73,0.723929360044066,6059,5,0.0495842027427442,4026,253,2.50896065878286,0.0197628458498024
"7975","vypracovat",456,1382,13.7050736380945,770,382,3.78823308954566,913,2464,24.4350951116244,0.155032467532468
"7976","vypracovávat",3130,93,0.922266171015043,3270,27,0.267754694810819,4900,170,1.6858628932533,0.158823529411765
"7977","vypráskat",6148,20,0.198336810970977,10029,1,0.00991684054854884,7711,50,0.495842027427442,0.02
"7978","vyprat",2073,195,1.93378390696702,2948,34,0.337172578650661,2651,536,5.31542653402218,0.0634328358208955
"7979","vyprávět",238,2519,24.9805213417945,719,421,4.17498987093906,159,14005,138.885351882427,0.0300606926097822
"7980","vypravit",1419,354,3.51056155418629,235,1823,18.0784003200045,829,2779,27.5588998844172,0.655991363799928
"7981","vypravovat",2852,111,1.10076930088892,1916,85,0.842931446626652,2380,640,6.34677795107126,0.1328125
"7982","vyprázdnit",1525,318,3.15355529443853,1163,213,2.1122870368409,2350,657,6.51536424039659,0.324200913242009
"7983","vyprazdňovat",4087,53,0.525592549073089,1809,96,0.952016692660689,5004,162,1.60652816886491,0.592592592592593
"7984","vypreparovat",5262,30,0.297505216456465,6247,4,0.0396673621941954,7063,66,0.654511476204224,0.0606060606060606
"7985","vyprchat",5006,34,0.337172578650661,10023,1,0.00991684054854884,2727,509,5.04767183921136,0.00196463654223969
"7986","vyprodat",2812,114,1.13051982253457,3097,30,0.297505216456465,2941,452,4.48241192794408,0.0663716814159292
"7987","vyprodávat",4462,45,0.446257824684698,6262,4,0.0396673621941954,7443,56,0.555343070718735,0.0714285714285714
"7988","vyprodukovat",2063,198,1.96353442861267,3607,20,0.198336810970977,2506,588,5.83110224254672,0.0340136054421769
"7989","vyprofilovat",7649,10,0.0991684054854885,2623,45,0.446257824684698,7329,59,0.585093592364382,0.76271186440678
"7990","vyprosit",3644,68,0.674345157301321,10798,1,0.00991684054854884,5583,126,1.24952190911715,0.00793650793650794
"7991","vyprostit",1889,227,2.25112280452059,1374,161,1.59661132831636,2482,596,5.91043696693511,0.270134228187919
"7992","vyprošťovat",4639,41,0.406590462490503,5069,8,0.0793347243883908,6435,86,0.852848287175201,0.0930232558139535
"7993","vyprovázet",3814,61,0.60492727346148,7265,3,0.0297505216456465,5015,161,1.59661132831636,0.0186335403726708
"7994","vyprovodit",2536,139,1.37844083624829,6612,4,0.0396673621941954,2878,469,4.65099821726941,0.00852878464818763
"7995","vyprovokovat",1760,257,2.54862802097705,2358,57,0.565259911267284,2423,623,6.17819166174593,0.0914927768860353
"7996","vyprsknout",4098,53,0.525592549073089,9324,1,0.00991684054854884,3061,421,4.17498987093906,0.00237529691211401
"7997","vypršet",2488,145,1.43794187953958,5393,7,0.0694178838398419,2478,599,5.94018748858076,0.011686143572621
"7998","vypsat",755,799,7.92355559829053,2298,60,0.595010432912931,1503,1267,12.5646369750114,0.0473559589581689
"7999","vyptat",8595,7,0.0694178838398419,1514,136,1.34869031460264,5211,148,1.46769240118523,0.918918918918919
"8000","vyptávat",4047,54,0.535509389621638,231,1861,18.4552402608494,1095,1957,19.4072569535101,0.950945324476239
"8001","vypucovat",7730,10,0.0991684054854885,9109,1,0.00991684054854884,10450,16,0.158669448776782,0.0625
"8002","vypudit",2277,170,1.6858628932533,5984,5,0.0495842027427442,3333,359,3.56014575692904,0.0139275766016713
"8003","vypůjčit",1273,402,3.98656990051664,6022,5,0.0495842027427442,2109,774,7.67563458457681,0.00645994832041344
"8004","vypůjčovat",5420,28,0.277671535359368,7656,2,0.0198336810970977,6840,73,0.723929360044066,0.0273972602739726
"8005","vypuknout",2547,138,1.36852399569974,8931,1,0.00991684054854884,1366,1444,14.3199177521045,0.000692520775623269
"8006","vypumpovat",5678,25,0.247921013713721,11008,1,0.00991684054854884,8663,33,0.327255738102112,0.0303030303030303
"8007","vypustit",601,1040,10.3135141704908,2821,38,0.376839940844856,1065,2034,20.1708536757484,0.0186823992133727
"8008","vyrábět",216,2731,27.0828915380869,158,2622,26.0019559182951,308,7978,79.1165538963227,0.328653797944347
"8009","vyrábívat",12699,1,0.00991684054854884,10781,1,0.00991684054854884,17336,1,0.00991684054854884,1
"8010","vyrabovat",4923,36,0.357006259747758,10383,1,0.00991684054854884,7047,66,0.654511476204224,0.0151515151515152
"8011","vyradovat",14233,1,0.00991684054854884,8066,2,0.0198336810970977,16033,2,0.0198336810970977,1
"8012","vyrazit",364,1743,17.2850530761206,1940,83,0.823097765529554,213,11171,110.781025767839,0.00742995255572464
"8013","vyrážet",1356,371,3.67914784351162,3219,28,0.277671535359368,1107,1937,19.2089201425391,0.0144553433144037
"8014","vyredukovat",8758,6,0.0595010432912931,6600,4,0.0396673621941954,10858,13,0.128918927131135,0.307692307692308
"8015","vyretušovat",7203,12,0.119002086582586,10761,1,0.00991684054854884,8814,31,0.307422057005014,0.032258064516129
"8016","vyrobit",267,2309,22.8979848265993,1212,201,1.99328495025832,420,6003,59.5307938129387,0.0334832583708146
"8017","vyrodit",12567,1,0.00991684054854884,7184,3,0.0297505216456465,13847,4,0.0396673621941954,0.75
"8018","vyrojit",5385,28,0.277671535359368,1083,236,2.34037436945753,4148,239,2.37012489110317,0.98744769874477
"8019","vyronit",11772,2,0.0198336810970977,8610,2,0.0198336810970977,14226,4,0.0396673621941954,0.5
"8020","vyrovnat",735,827,8.20122713364989,140,2953,29.2844301398647,492,5072,50.2982152622397,0.582216088328076
"8021","vyrovnávat",1610,295,2.92546796182191,431,844,8.36981342297523,1487,1285,12.7431401048853,0.656809338521401
"8022","vyrozumět",4093,53,0.525592549073089,5801,5,0.0495842027427442,3800,281,2.78663219414223,0.0177935943060498
"8023","vyrozumívat",15493,1,0.00991684054854884,6743,3,0.0297505216456465,11565,10,0.0991684054854885,0.3
"8024","vyrukovat",7548,11,0.109085246034037,5001,8,0.0793347243883908,3309,364,3.60972995967178,0.021978021978022
"8025","vyrůst",1635,288,2.85605007798207,5062,8,0.0793347243883908,529,4681,46.4207306077571,0.00170903653065584
"8026","vyrůstat",2121,189,1.87428286367573,6641,3,0.0297505216456465,728,3234,32.071062334007,0.000927643784786642
"8027","vyrušit",2081,194,1.92386706641848,1736,104,1.03135141704908,2131,761,7.54671565744567,0.136662286465177
"8028","vyrušovat",5574,26,0.25783785426227,5262,7,0.0694178838398419,4264,226,2.24120596397204,0.0309734513274336
"8029","vyrvat",1605,297,2.94530164291901,3979,16,0.158669448776782,2587,558,5.53359702609026,0.028673835125448
"8030","vyrýpnout",8381,8,0.0793347243883908,9273,1,0.00991684054854884,11421,11,0.109085246034037,0.0909090909090909
"8031","vyrýsovat",8469,7,0.0694178838398419,5074,8,0.0793347243883908,10708,14,0.138835767679684,0.571428571428571
"8032","vyrýt",2249,173,1.71561341489895,6050,5,0.0495842027427442,3262,373,3.69898152460872,0.0134048257372654
"8033","vyrývat",4034,55,0.545426230170186,3857,17,0.16858628932533,6074,100,0.991684054854885,0.17
"8034","vyřadit",946,594,5.89060328583801,2971,33,0.327255738102112,1304,1540,15.2719344447652,0.0214285714285714
"8035","vyřádit",6739,15,0.148752608228233,1074,238,2.36020805055463,3905,267,2.64779642646254,0.891385767790262
"8036","vyřazovat",3861,60,0.595010432912931,3099,30,0.297505216456465,4984,164,1.62636184996201,0.182926829268293
"8037","vyřešit",165,3192,31.6545550309679,505,696,6.90212102179,386,6511,64.5685488116015,0.106896022116418
"8038","vyřezat",2626,129,1.2792724307628,6406,4,0.0396673621941954,3883,270,2.67754694810819,0.0148148148148148
"8039","vyřezávat",3226,87,0.862765127723749,3755,18,0.178503129873879,4843,174,1.7255302554475,0.103448275862069
"8040","vyřídit",698,874,8.66731863943169,2488,51,0.505758867975991,864,2640,26.180459048169,0.0193181818181818
"8041","vyřinout",6794,15,0.148752608228233,1873,89,0.882598808820847,6304,90,0.892515649369396,0.988888888888889
"8042","vyřítit",9308,5,0.0495842027427442,826,351,3.48081103254064,3354,356,3.53039523528339,0.985955056179775
"8043","vyříznout",1845,237,2.35029121000608,4342,12,0.119002086582586,3323,361,3.57997943802613,0.0332409972299169
"8044","vyřizovat",1133,472,4.68074873891505,2760,40,0.396673621941954,2238,703,6.97153890562984,0.0568990042674253
"8045","vyřknout",2107,191,1.89411654477283,5823,5,0.0495842027427442,2963,446,4.42291088465278,0.0112107623318386
"8046","vyřvat",7064,13,0.128918927131135,5662,6,0.0595010432912931,8933,30,0.297505216456465,0.2
"8047","vyřvávat",4014,55,0.545426230170186,8088,2,0.0198336810970977,5121,154,1.52719344447652,0.012987012987013
"8048","vysadit",1215,433,4.29399195752165,2783,39,0.386756781393405,1437,1345,13.3381505377982,0.028996282527881
"8049","vysát",1784,251,2.48912697768576,5450,6,0.0595010432912931,3104,410,4.06590462490503,0.0146341463414634
"8050","vysávat",1866,233,2.31062384781188,4826,9,0.0892515649369396,2954,448,4.44274456574988,0.0200892857142857
"8051","vysázet",3033,98,0.971850373757787,4621,10,0.0991684054854885,3414,344,3.4113931487008,0.0290697674418605
"8052","vysazovat",2051,199,1.97345126916122,1485,143,1.41810819844248,2416,627,6.21785902394013,0.228070175438596
"8053","vysedávat",3667,67,0.664428316752773,7788,2,0.0198336810970977,2665,531,5.26584233127944,0.00376647834274953
"8054","vysedět",5114,32,0.317338897553563,6352,4,0.0396673621941954,6733,76,0.753679881689712,0.0526315789473684
"8055","vysekat",4164,51,0.505758867975991,3533,22,0.218170492068075,5095,156,1.54702712557362,0.141025641025641
"8056","vysekávat",5396,28,0.277671535359368,6609,4,0.0396673621941954,7802,48,0.476008346330345,0.0833333333333333
"8057","vyseknout",2768,117,1.16027034418021,7538,2,0.0198336810970977,5542,129,1.2792724307628,0.0155038759689922
"8058","vyselektovat",8492,7,0.0694178838398419,6295,4,0.0396673621941954,9542,23,0.228087332616623,0.173913043478261
"8059","vysemenit",10531,3,0.0297505216456465,3564,21,0.208253651519526,8919,30,0.297505216456465,0.7
"8060","vysévat",3773,63,0.624760954558577,2401,54,0.535509389621638,4920,169,1.67594605270475,0.319526627218935
"8061","vyschnout",3959,57,0.565259911267284,5784,5,0.0495842027427442,2353,654,6.48561371875094,0.00764525993883792
"8062","vysídlit",7817,10,0.0991684054854885,11396,1,0.00991684054854884,8447,37,0.366923100296307,0.027027027027027
"8063","vysílat",510,1268,12.5745538155599,924,301,2.9849690051132,872,2620,25.982122237198,0.114885496183206
"8064","vysílit",10991,3,0.0297505216456465,4351,12,0.119002086582586,7854,47,0.466091505781796,0.25531914893617
"8065","vysilovat",6999,14,0.138835767679684,3562,21,0.208253651519526,6542,82,0.813180924981005,0.25609756097561
"8066","vysít",4858,37,0.366923100296307,6057,5,0.0495842027427442,5837,113,1.12060298198602,0.0442477876106195
"8067","vyskákat",7021,13,0.128918927131135,9664,1,0.00991684054854884,6177,96,0.952016692660689,0.0104166666666667
"8068","vyskakovat",6504,17,0.16858628932533,7642,2,0.0198336810970977,2824,482,4.77991714440054,0.004149377593361
"8069","vyskládat",3951,57,0.565259911267284,6236,4,0.0396673621941954,5455,134,1.32885663350555,0.0298507462686567
"8070","vyskladnit",9303,5,0.0495842027427442,11221,1,0.00991684054854884,11725,10,0.0991684054854885,0.1
"8071","vysklít",7235,12,0.119002086582586,8828,1,0.00991684054854884,10307,17,0.16858628932533,0.0588235294117647
"8072","vyskočit",2774,117,1.16027034418021,4259,13,0.128918927131135,632,3874,38.4178402850782,0.00335570469798658
"8073","vyskytnout",2256,173,1.71561341489895,343,1138,11.2853645442486,1602,1155,11.4539508335739,0.985281385281385
